"Time"	"4 Im"	"9 10Vm+hr"
166.70275	0.024	-70.621
166.70280	0.019	-70.624
166.70285	0.010	-70.627
166.70290	0.001	-70.624
166.70295	0.008	-70.679
166.70300	0.016	-70.670
166.70305	0.015	-70.645
166.70310	0.095	-70.663
166.70315	0.087	-70.746
166.70320	0.079	-70.505
166.70325	0.075	-70.807
166.70330	0.016	-70.807
166.70335	0.028	-70.831
166.70340	0.036	-70.770
166.70345	0.034	-70.837
166.70350	0.018	-70.825
166.70355	0.005	-70.859
166.70360	-0.005	-70.804
166.70365	-0.005	-70.837
166.70370	-0.007	-70.792
166.70375	-0.006	-70.810
166.70380	-0.002	-70.816
166.70385	-0.010	-70.740
166.70390	-0.002	-70.892
166.70395	0.003	-70.956
166.70400	0.016	-70.944
166.70405	0.029	-70.905
166.70410	0.029	-70.938
166.70415	0.019	-70.859
166.70420	-0.003	-70.825
166.70425	-0.008	-70.834
166.70430	-0.015	-70.807
166.70435	-0.015	-70.761
166.70440	-0.014	-70.776
166.70445	-0.017	-70.734
166.70450	-0.013	-70.752
166.70455	-0.008	-70.618
166.70460	-0.002	-70.969
166.70465	0.012	-71.161
166.70470	0.024	-71.115
166.70475	0.017	-71.185
166.70480	0.012	-71.170
166.70485	0.001	-71.155
166.70490	-0.008	-71.155
166.70495	0.002	-71.161
166.70500	0.007	-71.167
166.70505	0.010	-71.161
166.70510	0.017	-71.179
166.70515	0.005	-71.164
166.70520	0.005	-71.198
166.70525	0.012	-70.966
166.70530	0.016	-70.911
166.70535	0.031	-70.862
166.70540	0.037	-70.877
166.70545	0.029	-70.908
166.70550	0.022	-70.740
166.70555	0.008	-70.837
166.70560	0.002	-70.853
166.70565	-0.003	-70.837
166.70570	-0.000	-70.837
166.70575	0.008	-70.862
166.70580	-0.003	-70.871
166.70585	-0.001	-70.874
166.70590	-0.003	-70.709
166.70595	0.002	-70.792
166.70600	0.007	-70.862
166.70605	0.016	-70.920
166.70610	0.014	-70.929
166.70615	0.012	-70.886
166.70620	0.001	-70.987
166.70625	-0.006	-70.911
166.70630	-0.012	-70.880
166.70635	-0.020	-70.914
166.70640	-0.031	-70.972
166.70645	-0.037	-71.014
166.70650	-0.039	-70.926
166.70655	-0.029	-70.963
166.70660	-0.024	-71.042
166.70665	-0.005	-70.776
166.70670	0.002	-70.786
166.70675	0.007	-70.807
166.70680	0.007	-70.749
166.70685	-0.003	-70.822
166.70690	-0.002	-70.789
166.70695	-0.010	-70.682
166.70700	0.011	-70.779
166.70705	0.012	-70.776
166.70710	0.011	-70.764
166.70715	0.004	-70.770
166.70720	-0.010	-70.804
166.70725	-0.012	-70.859
166.70730	-0.005	-70.786
166.70735	0.004	-70.825
166.70740	0.014	-70.798
166.70745	0.015	-70.828
166.70750	0.008	-70.789
166.70755	-0.005	-70.856
166.70760	-0.012	-70.868
166.70765	-0.013	-70.901
166.70770	-0.006	-70.932
166.70775	-0.008	-70.847
166.70780	-0.002	-70.932
166.70785	0.000	-70.917
166.70790	-0.004	-70.880
166.70795	-0.001	-70.691
166.70800	0.005	-70.868
166.70805	0.015	-70.865
166.70810	0.023	-70.874
166.70815	0.031	-70.883
166.70820	0.031	-70.895
166.70825	0.014	-70.859
166.70830	0.004	-70.880
166.70835	-0.008	-70.926
166.70840	-0.024	-70.996
166.70845	-0.024	-70.966
166.70850	-0.032	-70.975
166.70855	-0.030	-70.950
166.70860	-0.034	-71.045
166.70865	-0.035	-70.853
166.70870	-0.021	-70.718
166.70875	-0.007	-70.789
166.70880	0.002	-70.728
166.70885	0.013	-70.773
166.70890	0.007	-70.715
166.70895	-0.003	-70.706
166.70900	-0.008	-70.758
166.70905	-0.004	-70.731
166.70910	-0.012	-70.740
166.70915	-0.004	-70.749
166.70920	-0.009	-70.822
166.70925	-0.003	-70.700
166.70930	0.004	-71.005
166.70935	0.007	-71.130
166.70940	0.019	-71.072
166.70945	0.026	-71.121
166.70950	0.020	-71.146
166.70955	0.007	-71.094
166.70960	-0.002	-71.103
166.70965	-0.024	-71.173
166.70970	-0.034	-71.155
166.70975	-0.033	-71.149
166.70980	-0.031	-71.194
166.70985	-0.031	-71.170
166.70990	-0.023	-71.115
166.70995	-0.014	-71.106
166.71000	-0.015	-70.981
166.71005	-0.008	-71.405
166.71010	0.008	-71.426
166.71015	0.013	-71.448
166.71020	0.016	-71.436
166.71025	0.008	-71.454
166.71030	0.003	-71.478
166.71035	-0.007	-71.320
166.71040	-0.010	-71.487
166.71045	-0.006	-71.463
166.71050	-0.007	-71.472
166.71055	-0.001	-71.478
166.71060	0.006	-71.524
166.71065	0.004	-70.776
166.71070	0.011	-70.996
166.71075	0.015	-71.088
166.71080	0.030	-71.124
166.71085	0.027	-71.082
166.71090	0.019	-71.109
166.71095	0.005	-71.088
166.71100	-0.009	-71.109
166.71105	-0.008	-71.085
166.71110	-0.004	-71.066
166.71115	-0.002	-71.088
166.71120	-0.005	-71.066
166.71125	-0.012	-70.978
166.71130	-0.016	-71.017
166.71135	-0.012	-71.112
166.71140	0.000	-70.636
166.71145	0.018	-70.560
166.71150	0.027	-70.587
166.71155	0.019	-70.560
166.71160	0.006	-70.569
166.71165	-0.002	-70.624
166.71170	-0.015	-70.584
166.71175	-0.010	-70.584
166.71180	-0.003	-70.514
166.71185	0.002	-70.612
166.71190	0.006	-70.578
166.71195	0.005	-70.523
166.71200	0.003	-70.813
166.71205	0.006	-71.024
166.71210	0.017	-70.944
166.71215	0.031	-70.984
166.71220	0.033	-70.975
166.71225	0.029	-70.926
166.71230	0.018	-70.932
166.71235	0.009	-70.929
166.71240	0.006	-70.923
166.71245	0.005	-70.932
166.71250	0.002	-70.938
166.71255	-0.003	-70.950
166.71260	-0.003	-70.975
166.71265	-0.006	-70.932
166.71270	-0.002	-70.840
166.71275	0.003	-70.734
166.71280	0.018	-70.721
166.71285	0.028	-70.779
166.71290	0.023	-70.752
166.71295	0.026	-70.752
166.71300	0.019	-70.743
166.71305	0.016	-70.731
166.71310	0.021	-70.706
166.71315	0.016	-70.694
166.71320	0.007	-70.673
166.71325	0.007	-70.694
166.71330	0.007	-70.706
166.71335	0.007	-70.743
166.71340	0.010	-70.773
166.71345	0.024	-71.021
166.71350	0.038	-71.042
166.71355	0.041	-70.972
166.71360	0.038	-71.002
166.71365	0.027	-71.024
166.71370	0.006	-70.987
166.71375	0.006	-70.944
166.71380	0.005	-71.057
166.71385	0.001	-71.033
166.71390	-0.001	-71.115
166.71395	-0.008	-71.133
166.71400	-0.009	-71.176
166.71405	-0.010	-70.776
166.71410	0.006	-70.724
166.71415	0.019	-70.749
166.71420	0.020	-70.731
166.71425	0.026	-70.810
166.71430	0.021	-70.792
166.71435	0.011	-70.840
166.71440	0.013	-70.825
166.71445	0.008	-70.868
166.71450	0.005	-70.868
166.71455	0.001	-70.877
166.71460	-0.003	-70.956
166.71465	0.004	-70.895
166.71470	0.009	-70.795
166.71475	0.011	-70.813
166.71480	0.017	-71.075
166.71485	0.024	-71.100
166.71490	0.026	-71.103
166.71495	0.020	-71.103
166.71500	0.003	-71.094
166.71505	0.001	-71.094
166.71510	-0.006	-71.109
166.71515	-0.003	-71.130
166.71520	-0.001	-71.094
166.71525	-0.008	-71.039
166.71530	-0.006	-71.085
166.71535	-0.012	-71.152
166.71540	-0.011	-70.999
166.71545	-0.006	-71.194
166.71550	-0.004	-71.301
166.71555	0.012	-71.280
166.71560	0.002	-71.350
166.71565	-0.008	-71.317
166.71570	-0.013	-71.277
166.71575	-0.032	-71.228
166.71580	-0.032	-71.371
166.71585	-0.040	-71.286
166.71590	-0.034	-71.304
166.71595	-0.036	-71.286
166.71600	-0.048	-71.252
166.71605	-0.038	-71.057
166.71610	-0.036	-70.618
166.71615	-0.021	-70.676
166.71620	0.003	-70.667
166.71625	0.013	-70.572
166.71630	0.021	-70.581
166.71635	0.016	-70.609
166.71640	0.008	-70.557
166.71645	-0.005	-70.572
166.71650	-0.013	-70.541
166.71655	-0.025	-70.554
166.71660	-0.025	-70.502
166.71665	-0.026	-70.523
166.71670	-0.020	-70.511
166.71675	-0.017	-70.700
166.71680	-0.003	-70.428
166.71685	0.013	-70.230
166.71690	0.025	-70.377
166.71695	0.026	-70.383
166.71700	0.021	-70.297
166.71705	0.010	-70.331
166.71710	0.000	-70.361
166.71715	-0.014	-70.358
166.71720	-0.013	-70.352
166.71725	-0.018	-70.325
166.71730	-0.022	-70.325
166.71735	-0.015	-70.297
166.71740	-0.006	-70.285
166.71745	-0.005	-70.850
166.71750	0.009	-70.517
166.71755	0.019	-70.462
166.71760	0.025	-70.508
166.71765	0.028	-70.486
166.71770	0.013	-70.480
166.71775	-0.006	-70.483
166.71780	-0.008	-70.529
166.71785	-0.003	-70.428
166.71790	-0.001	-70.444
166.71795	0.005	-70.416
166.71800	-0.006	-70.422
166.71805	-0.016	-70.465
166.71810	-0.025	-70.718
166.71815	-0.018	-70.914
166.71820	-0.003	-70.953
166.71825	0.013	-70.920
166.71830	0.026	-70.926
166.71835	0.025	-70.923
166.71840	0.024	-70.914
166.71845	0.012	-70.856
166.71850	0.005	-70.871
166.71855	0.008	-70.914
166.71860	-0.002	-70.874
166.71865	-0.008	-70.953
166.71870	-0.005	-70.886
166.71875	-0.005	-71.008
166.71880	0.005	-70.865
166.71885	0.023	-70.761
166.71890	0.029	-70.746
166.71895	0.033	-70.795
166.71900	0.031	-70.715
166.71905	0.020	-70.734
166.71910	0.009	-70.749
166.71915	-0.002	-70.688
166.71920	-0.003	-70.752
166.71925	-0.011	-70.752
166.71930	-0.017	-70.740
166.71935	-0.017	-70.804
166.71940	-0.024	-70.819
166.71945	-0.025	-70.789
166.71950	-0.016	-70.929
166.71955	0.002	-71.094
166.71960	0.019	-71.082
166.71965	0.026	-71.069
166.71970	0.015	-71.054
166.71975	-0.007	-71.030
166.71980	-0.021	-70.990
166.71985	-0.023	-71.027
166.71990	-0.011	-70.956
166.71995	-0.010	-70.990
166.72000	-0.015	-71.005
166.72005	-0.020	-71.005
166.72010	-0.023	-71.030
166.72015	-0.017	-70.895
166.72020	-0.006	-71.158
166.72025	0.008	-71.121
166.72030	0.014	-71.149
166.72035	0.002	-71.143
166.72040	-0.009	-71.179
166.72045	-0.018	-71.121
166.72050	-0.032	-71.121
166.72055	-0.022	-71.115
166.72060	-0.024	-71.124
166.72065	-0.036	-71.210
166.72070	-0.040	-71.115
166.72075	-0.042	-71.118
166.72080	-0.040	-70.871
166.72085	-0.026	-70.822
166.72090	-0.008	-71.063
166.72095	0.012	-71.075
166.72100	0.017	-71.051
166.72105	0.018	-71.106
166.72110	0.003	-71.078
166.72115	-0.014	-71.063
166.72120	-0.021	-71.118
166.72125	-0.025	-71.072
166.72130	-0.024	-71.072
166.72135	-0.024	-71.127
166.72140	-0.018	-71.097
166.72145	-0.020	-71.051
166.72150	-0.012	-70.975
166.72155	-0.003	-70.856
166.72160	0.018	-70.868
166.72165	0.037	-70.834
166.72170	0.037	-70.798
166.72175	0.028	-70.847
166.72180	0.010	-70.853
166.72185	-0.002	-70.883
166.72190	-0.010	-70.853
166.72195	-0.008	-70.901
166.72200	-0.010	-70.859
166.72205	-0.015	-70.819
166.72210	-0.010	-70.862
166.72215	-0.012	-70.752
166.72220	-0.005	-70.749
166.72225	0.009	-70.615
166.72230	0.019	-70.633
166.72235	0.030	-70.621
166.72240	0.030	-70.609
166.72245	0.023	-70.648
166.72250	0.011	-70.645
166.72255	0.009	-70.615
166.72260	0.001	-70.636
166.72265	0.000	-70.602
166.72270	-0.006	-70.621
166.72275	-0.012	-70.615
166.72280	-0.006	-70.627
166.72285	-0.017	-70.602
166.72290	-0.001	-71.240
166.72295	0.014	-71.405
166.72300	0.018	-71.387
166.72305	0.025	-71.426
166.72310	0.012	-71.387
166.72315	-0.000	-71.436
166.72320	-0.008	-71.460
166.72325	-0.011	-71.429
166.72330	-0.007	-71.408
166.72335	-0.006	-71.426
166.72340	-0.004	-71.408
166.72345	-0.004	-71.439
166.72350	-0.010	-71.277
166.72355	-0.007	-70.676
166.72360	0.005	-71.152
166.72365	0.021	-71.188
166.72370	0.035	-71.234
166.72375	0.036	-71.143
166.72380	0.022	-71.115
166.72385	0.001	-71.088
166.72390	-0.011	-71.005
166.72395	-0.020	-71.045
166.72400	-0.015	-71.008
166.72405	-0.017	-70.978
166.72410	-0.012	-70.959
166.72415	-0.011	-70.953
166.72420	-0.006	-71.014
166.72425	0.000	-71.027
166.72430	0.012	-71.143
166.72435	0.018	-71.072
166.72440	0.020	-71.082
166.72445	0.013	-71.057
166.72450	0.000	-70.956
166.72455	-0.003	-71.027
166.72460	-0.013	-71.021
166.72465	-0.020	-70.990
166.72470	-0.021	-71.039
166.72475	-0.024	-70.947
166.72480	-0.020	-71.091
166.72485	-0.014	-70.911
166.72490	-0.008	-70.541
166.72495	0.000	-71.155
166.72500	0.009	-71.268
166.72505	0.011	-71.280
166.72510	0.010	-71.255
166.72515	0.009	-71.335
166.72520	-0.003	-71.188
166.72525	0.006	-71.255
166.72530	0.004	-71.243
166.72535	0.003	-71.262
166.72540	0.003	-71.259
166.72545	0.007	-71.207
166.72550	0.003	-71.216
166.72555	0.002	-70.996
166.72560	0.005	-71.219
166.72565	0.011	-71.298
166.72570	0.026	-71.237
166.72575	0.033	-71.283
166.72580	0.033	-71.274
166.72585	0.020	-71.338
166.72590	0.001	-71.332
166.72595	-0.008	-71.338
166.72600	-0.006	-71.384
166.72605	0.002	-71.402
166.72610	0.012	-71.350
166.72615	0.018	-71.335
166.72620	0.014	-71.329
166.72625	0.013	-71.063
166.72630	0.019	-70.483
166.72635	0.029	-70.428
166.72640	0.028	-70.401
166.72645	0.036	-70.483
166.72650	0.027	-70.493
166.72655	0.020	-70.474
166.72660	0.023	-70.483
166.72665	0.018	-70.444
166.72670	0.017	-70.453
166.72675	0.007	-70.407
166.72680	0.025	-70.404
166.72685	0.016	-70.428
166.72690	0.014	-70.691
166.72695	0.028	-70.895
166.72700	0.016	-70.828
166.72705	0.034	-70.792
166.72710	0.038	-70.847
166.72715	0.034	-70.786
166.72720	0.026	-70.801
166.72725	0.007	-70.837
166.72730	-0.003	-70.871
166.72735	-0.013	-70.868
166.72740	-0.019	-70.871
166.72745	-0.018	-70.847
166.72750	-0.010	-70.911
166.72755	-0.001	-70.898
166.72760	0.001	-70.877
166.72765	0.016	-70.834
166.72770	0.029	-70.795
166.72775	0.037	-70.847
166.72780	0.043	-70.859
166.72785	0.043	-70.905
166.72790	0.028	-70.868
166.72795	0.018	-70.862
166.72800	0.005	-70.926
166.72805	-0.001	-70.901
166.72810	0.000	-70.877
166.72815	0.002	-70.905
166.72820	0.007	-70.914
166.72825	0.016	-70.956
166.72830	0.031	-70.789
166.72835	0.035	-71.198
166.72840	0.037	-71.194
166.72845	0.031	-71.289
166.72850	0.012	-71.259
166.72855	0.000	-71.240
166.72860	-0.012	-71.167
166.72865	-0.015	-71.198
166.72870	-0.022	-71.237
166.72875	-0.032	-71.213
166.72880	-0.029	-71.219
166.72885	-0.029	-71.277
166.72890	-0.022	-71.231
166.72895	-0.017	-70.914
166.72900	-0.000	-70.596
166.72905	0.021	-70.538
166.72910	0.039	-70.535
166.72915	0.049	-70.566
166.72920	0.041	-70.544
166.72925	0.030	-70.523
166.72930	0.020	-70.615
166.72935	0.012	-70.465
166.72940	0.013	-70.541
166.72945	0.019	-70.569
166.72950	0.012	-70.483
166.72955	0.011	-70.523
166.72960	0.008	-70.624
166.72965	0.007	-70.688
166.72970	0.022	-70.935
166.72975	0.043	-70.978
166.72980	0.047	-70.993
166.72985	0.038	-70.932
166.72990	0.017	-70.984
166.72995	-0.021	-70.844
166.73000	-0.036	-70.947
166.73005	-0.034	-70.929
166.73010	-0.041	-70.938
166.73015	-0.041	-70.956
166.73020	-0.041	-70.993
166.73025	-0.039	-71.011
166.73030	-0.031	-70.929
166.73035	-0.011	-70.825
166.73040	0.014	-70.889
166.73045	0.026	-70.892
166.73050	0.032	-70.889
166.73055	0.023	-70.935
166.73060	0.016	-70.895
166.73065	0.013	-70.905
166.73070	0.015	-70.898
166.73075	0.020	-70.956
166.73080	0.018	-70.953
166.73085	0.017	-70.944
166.73090	0.011	-70.929
166.73095	0.011	-70.929
166.73100	0.008	-70.764
166.73105	0.009	-71.082
166.73110	0.019	-71.091
166.73115	0.013	-71.124
166.73120	0.015	-71.078
166.73125	0.011	-71.103
166.73130	-0.001	-71.106
166.73135	-0.002	-71.106
166.73140	-0.010	-71.075
166.73145	-0.008	-71.051
166.73150	-0.017	-71.094
166.73155	-0.018	-71.112
166.73160	-0.016	-71.121
166.73165	-0.026	-70.865
166.73170	-0.018	-70.941
166.73175	-0.006	-70.987
166.73180	0.019	-70.996
166.73185	0.046	-71.054
166.73190	0.048	-70.993
166.73195	0.042	-70.935
166.73200	0.015	-70.938
166.73205	0.005	-71.014
166.73210	-0.005	-70.978
166.73215	-0.001	-70.975
166.73220	0.005	-70.975
166.73225	0.007	-70.978
166.73230	0.018	-70.935
166.73235	0.019	-70.663
166.73240	0.023	-70.932
166.73245	0.035	-70.941
166.73250	0.040	-71.021
166.73255	0.040	-70.969
166.73260	0.032	-70.950
166.73265	0.017	-71.014
166.73270	-0.004	-70.895
166.73275	-0.017	-70.972
166.73280	-0.016	-70.886
166.73285	-0.020	-70.926
166.73290	-0.020	-70.901
166.73295	-0.016	-70.892
166.73300	-0.013	-70.569
166.73305	-0.002	-70.721
166.73310	0.023	-70.831
166.73315	0.034	-70.804
166.73320	0.036	-70.905
166.73325	0.030	-70.822
166.73330	0.012	-70.871
166.73335	-0.001	-70.859
166.73340	-0.004	-70.847
166.73345	0.007	-70.844
166.73350	0.013	-70.801
166.73355	0.024	-70.804
166.73360	0.028	-70.825
166.73365	0.011	-70.715
166.73370	0.004	-70.639
166.73375	0.002	-70.639
166.73380	0.012	-70.712
166.73385	0.032	-70.718
166.73390	0.039	-70.724
166.73395	0.029	-70.767
166.73400	0.011	-70.792
166.73405	0.003	-70.782
166.73410	-0.001	-70.795
166.73415	0.002	-70.834
166.73420	0.017	-70.898
166.73425	0.005	-70.908
166.73430	0.006	-70.938
166.73435	0.006	-70.798
166.73440	0.003	-70.844
166.73445	0.022	-70.770
166.73450	0.034	-70.819
166.73455	0.042	-70.773
166.73460	0.033	-70.822
166.73465	0.009	-70.868
166.73470	-0.005	-70.889
166.73475	-0.021	-70.828
166.73480	-0.017	-70.895
166.73485	-0.014	-70.935
166.73490	-0.023	-70.905
166.73495	-0.023	-70.966
166.73500	-0.028	-70.901
166.73505	-0.018	-70.682
166.73510	-0.004	-70.917
166.73515	0.019	-70.941
166.73520	0.031	-70.935
166.73525	0.024	-70.941
166.73530	0.005	-70.935
166.73535	-0.017	-70.950
166.73540	-0.036	-70.963
166.73545	-0.036	-70.993
166.73550	-0.028	-70.972
166.73555	-0.017	-71.002
166.73560	-0.010	-71.005
166.73565	-0.005	-70.905
166.73570	-0.008	-70.685
166.73575	-0.011	-70.544
166.73580	-0.000	-70.584
166.73585	0.015	-70.569
166.73590	0.021	-70.618
166.73595	0.016	-70.590
166.73600	0.010	-70.584
166.73605	-0.015	-70.575
166.73610	-0.022	-70.587
166.73615	-0.023	-70.590
166.73620	-0.028	-70.624
166.73625	-0.018	-70.523
166.73630	-0.019	-70.502
166.73635	-0.016	-70.557
166.73640	-0.019	-70.880
166.73645	0.001	-70.853
166.73650	0.020	-70.914
166.73655	0.028	-70.883
166.73660	0.028	-70.853
166.73665	0.015	-70.856
166.73670	-0.005	-70.920
166.73675	-0.020	-70.837
166.73680	-0.013	-71.021
166.73685	-0.019	-70.938
166.73690	-0.021	-70.978
166.73695	-0.026	-70.963
166.73700	-0.033	-70.972
166.73705	-0.029	-70.929
166.73710	-0.025	-70.630
166.73715	-0.005	-70.499
166.73720	0.014	-70.523
166.73725	0.024	-70.483
166.73730	-0.017	-70.499
166.73735	-0.031	-70.425
166.73740	-0.044	-70.438
166.73745	-0.057	-70.410
166.73750	-0.009	-70.386
166.73755	-0.007	-70.407
166.73760	0.000	-70.410
166.73765	0.003	-70.386
166.73770	0.001	-70.328
166.73775	0.002	-70.853
166.73780	0.005	-70.599
166.73785	0.017	-70.535
166.73790	0.026	-70.547
166.73795	0.024	-70.547
166.73800	0.024	-70.526
166.73805	0.019	-70.526
166.73810	0.013	-70.596
166.73815	0.018	-70.584
166.73820	0.017	-70.593
166.73825	0.009	-70.535
166.73830	0.013	-70.526
166.73835	0.017	-70.551
166.73840	0.018	-70.624
166.73845	0.023	-70.590
166.73850	0.028	-70.569
166.73855	0.028	-70.572
166.73860	0.025	-70.532
166.73865	0.021	-70.566
166.73870	0.011	-70.599
166.73875	0.002	-70.575
166.73880	-0.004	-70.605
166.73885	-0.007	-70.602
166.73890	-0.009	-70.636
166.73895	-0.018	-70.618
166.73900	-0.021	-70.584
166.73905	-0.011	-70.624
166.73910	-0.006	-70.718
166.73915	0.006	-70.834
166.73920	0.023	-70.773
166.73925	0.034	-70.697
166.73930	0.030	-70.685
166.73935	0.028	-70.703
166.73940	0.021	-70.679
166.73945	0.015	-70.700
166.73950	0.006	-70.728
166.73955	0.012	-70.633
166.73960	0.007	-70.667
166.73965	0.009	-70.667
166.73970	0.014	-70.584
166.73975	0.014	-70.709
166.73980	0.024	-70.889
166.73985	0.032	-71.085
166.73990	0.045	-71.103
166.73995	0.042	-71.106
166.74000	0.028	-71.121
166.74005	0.014	-71.021
166.74010	-0.007	-71.109
166.74015	-0.013	-71.085
166.74020	-0.017	-71.124
166.74025	-0.009	-71.100
166.74030	-0.001	-71.121
166.74035	0.002	-71.082
166.74040	0.005	-71.130
166.74045	-0.003	-70.743
166.74050	-0.002	-70.847
166.74055	0.009	-71.155
166.74060	0.017	-71.170
166.74065	0.018	-71.179
166.74070	0.014	-71.191
166.74075	0.004	-71.188
166.74080	-0.008	-71.201
166.74085	-0.003	-71.185
166.74090	-0.007	-71.173
166.74095	-0.007	-71.228
166.74100	-0.009	-71.152
166.74105	-0.012	-71.216
166.74110	-0.008	-71.304
166.74115	-0.007	-70.663
166.74120	0.008	-70.850
166.74125	0.014	-70.789
166.74130	0.022	-70.795
166.74135	0.019	-70.737
166.74140	0.007	-70.764
166.74145	0.005	-70.749
166.74150	-0.012	-70.721
166.74155	-0.008	-70.743
166.74160	-0.008	-70.773
166.74165	-0.011	-70.758
166.74170	-0.010	-70.749
166.74175	-0.016	-70.728
166.74180	-0.019	-70.728
166.74185	-0.013	-70.755
166.74190	0.004	-71.225
166.74195	0.017	-71.115
166.74200	0.029	-71.210
166.74205	0.026	-71.286
166.74210	0.004	-71.219
166.74215	-0.006	-71.210
166.74220	-0.023	-71.255
166.74225	-0.027	-71.234
166.74230	-0.015	-71.231
166.74235	-0.019	-71.259
166.74240	-0.011	-71.274
166.74245	-0.012	-71.234
166.74250	-0.020	-70.651
166.74255	0.005	-70.920
166.74260	0.021	-70.926
166.74265	0.033	-70.905
166.74270	0.024	-70.941
166.74275	0.005	-70.935
166.74280	-0.014	-70.880
166.74285	-0.026	-70.959
166.74290	-0.022	-70.795
166.74295	-0.011	-70.941
166.74300	-0.012	-70.975
166.74305	-0.017	-70.990
166.74310	-0.017	-70.926
166.74315	-0.022	-70.786
166.74320	-0.016	-70.819
166.74325	0.005	-71.042
166.74330	0.025	-71.075
166.74335	0.028	-71.124
166.74340	0.032	-71.094
166.74345	0.019	-71.149
166.74350	0.006	-71.133
166.74355	-0.001	-71.146
166.74360	-0.007	-71.136
166.74365	-0.008	-71.155
166.74370	-0.003	-71.140
166.74375	-0.001	-71.069
166.74380	0.003	-71.051
166.74385	0.007	-70.822
166.74390	0.007	-70.425
166.74395	0.020	-70.331
166.74400	0.033	-70.300
166.74405	0.034	-70.261
166.74410	0.029	-70.209
166.74415	0.015	-70.218
166.74420	0.006	-70.184
166.74425	0.005	-70.163
166.74430	0.010	-70.203
166.74435	0.007	-70.190
166.74440	0.002	-70.160
166.74445	-0.001	-70.117
166.74450	0.001	-70.477
166.74455	0.013	-70.837
166.74460	0.033	-71.094
166.74465	0.053	-71.146
166.74470	0.050	-71.115
166.74475	0.035	-71.109
166.74480	0.017	-71.103
166.74485	-0.005	-71.027
166.74490	-0.005	-71.066
166.74495	-0.008	-71.103
166.74500	-0.011	-71.051
166.74505	-0.016	-71.072
166.74510	-0.009	-71.109
166.74515	-0.002	-71.115
166.74520	0.001	-70.728
166.74525	0.024	-70.917
166.74530	0.025	-70.819
166.74535	0.036	-70.834
166.74540	0.038	-70.819
166.74545	0.021	-70.789
166.74550	0.010	-70.752
166.74555	-0.001	-70.786
166.74560	-0.002	-70.776
166.74565	0.000	-70.779
166.74570	0.004	-70.837
166.74575	-0.002	-70.804
166.74580	-0.006	-70.819
166.74585	-0.011	-70.825
166.74590	-0.013	-70.844
166.74595	-0.005	-71.198
166.74600	0.016	-71.237
166.74605	0.031	-71.252
166.74610	0.027	-71.259
166.74615	0.021	-71.274
166.74620	-0.006	-71.216
166.74625	-0.035	-71.109
166.74630	-0.036	-71.259
166.74635	-0.041	-71.310
166.74640	-0.035	-71.289
166.74645	-0.035	-71.329
166.74650	-0.032	-71.317
166.74655	-0.028	-70.630
166.74660	-0.018	-70.917
166.74665	0.008	-70.929
166.74670	0.027	-70.935
166.74675	0.034	-71.002
166.74680	0.030	-70.969
166.74685	0.012	-70.941
166.74690	0.005	-70.947
166.74695	-0.001	-70.917
166.74700	0.012	-70.901
166.74705	0.011	-70.898
166.74710	0.014	-70.975
166.74715	0.016	-70.920
166.74720	0.009	-70.920
166.74725	0.014	-70.847
166.74730	0.022	-70.557
166.74735	0.036	-70.596
166.74740	0.039	-70.572
166.74745	0.041	-70.554
166.74750	0.023	-70.569
166.74755	0.014	-70.694
166.74760	0.008	-70.688
166.74765	-0.004	-70.679
166.74770	0.004	-70.743
166.74775	0.003	-70.642
166.74780	-0.004	-70.715
166.74785	0.011	-70.703
166.74790	0.013	-70.816
166.74795	0.016	-70.996
166.74800	0.033	-71.024
166.74805	0.041	-71.030
166.74810	0.044	-71.063
166.74815	0.043	-71.075
166.74820	0.025	-71.127
166.74825	0.000	-71.057
166.74830	-0.011	-71.091
166.74835	-0.012	-71.106
166.74840	-0.016	-71.112
166.74845	-0.012	-71.130
166.74850	-0.007	-71.121
166.74855	-0.008	-71.130
166.74860	-0.004	-70.798
166.74865	0.015	-71.277
166.74870	0.028	-71.313
166.74875	0.039	-71.344
166.74880	0.043	-71.317
166.74885	0.032	-71.301
166.74890	0.012	-71.301
166.74895	-0.001	-71.317
166.74900	-0.008	-71.341
166.74905	-0.016	-71.213
166.74910	-0.007	-71.317
166.74915	-0.010	-71.326
166.74920	-0.004	-71.365
166.74925	-0.001	-71.140
166.74930	-0.002	-71.008
166.74935	0.009	-71.307
166.74940	0.020	-71.271
166.74945	0.024	-71.298
166.74950	0.027	-71.344
166.74955	0.016	-71.317
166.74960	-0.001	-71.338
166.74965	-0.010	-71.323
166.74970	-0.005	-71.310
166.74975	-0.006	-71.338
166.74980	-0.003	-71.393
166.74985	0.009	-71.280
166.74990	-0.003	-71.323
166.74995	-0.003	-70.709
166.75000	0.004	-70.996
166.75005	0.009	-71.011
166.75010	0.026	-71.085
166.75015	0.025	-70.999
166.75020	0.018	-71.021
166.75025	0.004	-71.048
166.75030	-0.007	-71.036
166.75035	-0.007	-71.027
166.75040	-0.010	-70.987
166.75045	-0.002	-71.063
166.75050	-0.014	-71.057
166.75055	-0.015	-71.060
166.75060	-0.019	-71.057
166.75065	-0.023	-70.807
166.75070	-0.005	-71.237
166.75075	0.013	-71.280
166.75080	0.026	-71.317
166.75085	0.023	-71.283
166.75090	0.016	-71.323
166.75095	0.001	-71.335
166.75100	-0.007	-71.301
166.75105	-0.009	-71.225
