"Time"	"4 Im"	"9 10Vm+hr"
172.87470	2.689	-65.216
172.87475	2.694	-65.283
172.87480	2.691	-65.222
172.87485	2.717	-64.914
172.87490	2.744	-65.231
172.87495	2.769	-65.335
172.87500	2.799	-65.387
172.87505	2.785	-65.405
172.87510	2.770	-65.408
172.87515	2.747	-65.378
172.87520	2.713	-65.387
172.87525	2.713	-65.317
172.87530	2.710	-65.323
172.87535	2.715	-65.356
172.87540	2.716	-65.298
172.87545	2.721	-65.369
172.87550	2.730	-65.283
172.87555	2.737	-65.005
172.87560	2.766	-65.039
172.87565	2.791	-65.042
172.87570	2.786	-65.027
172.87575	2.772	-64.987
172.87580	2.750	-65.039
172.87585	2.726	-64.948
172.87590	2.709	-64.969
172.87595	2.717	-64.975
172.87600	2.712	-64.938
172.87605	2.701	-64.926
172.87610	2.704	-65.012
172.87615	2.698	-64.972
172.87620	2.719	-64.862
172.87625	2.743	-65.109
172.87630	2.766	-65.152
172.87635	2.801	-65.128
172.87640	2.783	-65.161
172.87645	2.763	-65.192
172.87650	2.740	-65.085
172.87655	2.707	-65.042
172.87660	2.697	-65.054
172.87665	2.690	-65.036
172.87670	2.689	-65.039
172.87675	2.681	-65.015
172.87680	2.687	-64.975
172.87685	2.704	-65.012
172.87690	2.724	-65.100
172.87695	2.757	-64.960
172.87700	2.787	-64.926
172.87705	2.796	-64.984
172.87710	2.783	-65.005
172.87715	2.761	-64.966
172.87720	2.735	-64.926
172.87725	2.720	-64.926
172.87730	2.714	-64.896
172.87735	2.718	-64.935
172.87740	2.707	-64.920
172.87745	2.708	-64.929
172.87750	2.709	-64.905
172.87755	2.713	-64.883
172.87760	2.736	-65.320
172.87765	2.756	-65.390
172.87770	2.773	-65.405
172.87775	2.778	-65.421
172.87780	2.764	-65.347
172.87785	2.739	-65.366
172.87790	2.718	-65.298
172.87795	2.705	-65.372
172.87800	2.702	-65.363
172.87805	2.698	-65.356
172.87810	2.701	-65.372
172.87815	2.693	-65.375
172.87820	2.704	-65.353
172.87825	2.723	-65.076
172.87830	2.748	-65.442
172.87835	2.780	-65.530
172.87840	2.791	-65.570
172.87845	2.780	-65.533
172.87850	2.758	-65.536
172.87855	2.730	-65.585
172.87860	2.698	-65.518
172.87865	2.701	-65.549
172.87870	2.697	-65.527
172.87875	2.691	-65.509
172.87880	2.698	-65.530
172.87885	2.692	-65.561
172.87890	2.706	-65.347
172.87895	2.733	-65.082
172.87900	2.766	-65.463
172.87905	2.796	-65.436
172.87910	2.792	-65.414
172.87915	2.777	-65.424
172.87920	2.745	-65.405
172.87925	2.712	-65.375
172.87930	2.697	-65.378
172.87935	2.696	-65.411
172.87940	2.700	-65.381
172.87945	2.702	-65.363
172.87950	2.705	-65.408
172.87955	2.705	-65.411
172.87960	2.718	-65.155
172.87965	2.737	-64.966
172.87970	2.760	-64.966
172.87975	2.779	-64.944
172.87980	2.762	-64.932
172.87985	2.746	-64.917
172.87990	2.731	-65.027
172.87995	2.701	-64.923
172.88000	2.698	-64.886
172.88005	2.690	-64.865
172.88010	2.683	-64.917
172.88015	2.690	-64.893
172.88020	2.695	-64.941
172.88025	2.705	-65.176
172.88030	2.731	-65.128
172.88035	2.758	-65.222
172.88040	2.782	-65.222
172.88045	2.788	-65.305
172.88050	2.773	-65.305
172.88055	2.745	-65.268
172.88060	2.720	-65.286
172.88065	2.703	-65.283
172.88070	2.700	-65.295
172.88075	2.697	-65.247
172.88080	2.687	-65.283
172.88085	2.689	-65.216
172.88090	2.690	-65.213
172.88095	2.709	-64.746
172.88100	2.735	-64.832
172.88105	2.771	-64.825
172.88110	2.796	-64.850
172.88115	2.786	-64.828
172.88120	2.765	-64.825
172.88125	2.736	-64.853
172.88130	2.707	-64.838
172.88135	2.698	-64.862
172.88140	2.702	-64.786
172.88145	2.699	-64.868
172.88150	2.699	-64.847
172.88155	2.702	-64.865
172.88160	2.716	-64.941
172.88165	2.728	-65.262
172.88170	2.752	-65.100
172.88175	2.769	-65.155
172.88180	2.771	-65.134
172.88185	2.760	-65.146
172.88190	2.742	-65.128
172.88195	2.724	-65.112
172.88200	2.707	-65.048
172.88205	2.709	-65.091
172.88210	2.701	-65.094
172.88215	2.698	-65.125
172.88220	2.700	-65.115
172.88225	2.698	-65.082
172.88230	2.720	-64.780
172.88235	2.743	-65.213
172.88240	2.769	-65.283
172.88245	2.792	-65.262
172.88250	2.778	-65.271
172.88255	2.762	-65.265
172.88260	2.736	-65.213
172.88265	2.711	-65.225
172.88270	2.701	-65.176
172.88275	2.691	-65.256
172.88280	2.691	-65.292
172.88285	2.687	-65.277
172.88290	2.685	-65.259
172.88295	2.688	-65.256
172.88300	2.702	-65.045
172.88305	2.728	-65.616
172.88310	2.755	-65.671
172.88315	2.779	-65.573
172.88320	2.767	-65.549
172.88325	2.750	-65.482
172.88330	2.723	-65.451
172.88335	2.700	-65.421
172.88340	2.691	-65.427
172.88345	2.686	-65.417
172.88350	2.692	-65.451
172.88355	2.705	-65.378
172.88360	2.710	-65.335
172.88365	2.729	-64.932
172.88370	2.749	-65.457
172.88375	2.757	-65.369
172.88380	2.773	-65.350
172.88385	2.766	-65.329
172.88390	2.755	-65.332
172.88395	2.740	-65.317
172.88400	2.717	-65.356
172.88405	2.710	-65.262
172.88410	2.707	-65.259
172.88415	2.704	-65.244
172.88420	2.707	-65.280
172.88425	2.705	-65.274
172.88430	2.712	-65.271
172.88435	2.723	-65.179
172.88440	2.748	-65.024
172.88445	2.775	-65.002
172.88450	2.787	-65.051
172.88455	2.776	-64.993
172.88460	2.744	-64.996
172.88465	2.721	-65.042
172.88470	2.696	-64.957
172.88475	2.696	-64.981
172.88480	2.700	-64.972
172.88485	2.704	-65.012
172.88490	2.718	-64.935
172.88495	2.718	-64.938
172.88500	2.721	-65.118
172.88505	2.741	-65.332
172.88510	2.749	-65.460
172.88515	2.770	-65.469
172.88520	2.761	-65.488
172.88525	2.748	-65.491
172.88530	2.729	-65.509
172.88535	2.704	-65.518
172.88540	2.696	-65.521
172.88545	2.692	-65.497
172.88550	2.689	-65.457
172.88555	2.692	-65.494
172.88560	2.693	-65.494
172.88565	2.699	-65.509
172.88570	2.719	-65.106
172.88575	2.740	-65.515
172.88580	2.769	-65.546
172.88585	2.790	-65.631
172.88590	2.775	-65.579
172.88595	2.750	-65.588
172.88600	2.724	-65.570
172.88605	2.687	-65.610
172.88610	2.678	-65.540
172.88615	2.673	-65.536
172.88620	2.679	-65.564
172.88625	2.678	-65.536
172.88630	2.683	-65.536
172.88635	2.703	-65.311
172.88640	2.717	-65.439
172.88645	2.744	-65.570
172.88650	2.777	-65.582
172.88655	2.770	-65.555
172.88660	2.759	-65.594
172.88665	2.733	-65.622
172.88670	2.703	-65.576
172.88675	2.690	-65.677
172.88680	2.697	-65.640
172.88685	2.706	-65.619
172.88690	2.716	-65.668
172.88695	2.719	-65.710
172.88700	2.710	-65.668
172.88705	2.722	-65.509
172.88710	2.735	-65.781
172.88715	2.762	-65.857
172.88720	2.780	-65.811
172.88725	2.758	-65.851
172.88730	2.738	-65.863
172.88735	2.712	-65.845
172.88740	2.681	-65.805
172.88745	2.678	-65.781
172.88750	2.681	-65.933
172.88755	2.677	-65.784
172.88760	2.681	-65.912
172.88765	2.684	-65.854
172.88770	2.697	-65.298
172.88775	2.712	-65.628
172.88780	2.737	-65.445
172.88785	2.771	-65.524
172.88790	2.768	-65.469
172.88795	2.751	-65.491
172.88800	2.723	-65.436
172.88805	2.686	-65.393
172.88810	2.677	-65.451
172.88815	2.676	-65.472
172.88820	2.680	-65.448
172.88825	2.678	-65.442
172.88830	2.676	-65.439
172.88835	2.680	-65.472
172.88840	2.695	-65.173
172.88845	2.722	-65.695
172.88850	2.747	-65.689
172.88855	2.775	-65.750
172.88860	2.774	-65.738
172.88865	2.742	-65.762
172.88870	2.724	-65.704
172.88875	2.690	-65.704
172.88880	2.679	-65.720
172.88885	2.686	-65.756
172.88890	2.682	-65.726
172.88895	2.681	-65.729
172.88900	2.682	-65.793
172.88905	2.689	-65.576
172.88910	2.709	-65.466
172.88915	2.741	-65.622
172.88920	2.778	-65.594
172.88925	2.781	-65.598
172.88930	2.764	-65.570
172.88935	2.740	-65.527
172.88940	2.712	-65.588
172.88945	2.697	-65.506
172.88950	2.706	-65.576
172.88955	2.715	-65.567
172.88960	2.709	-65.573
172.88965	2.705	-65.579
172.88970	2.707	-65.518
172.88975	2.710	-65.198
172.88980	2.734	-65.414
172.88985	2.756	-65.500
172.88990	2.773	-65.448
172.88995	2.758	-65.497
172.89000	2.732	-65.530
172.89005	2.711	-65.463
172.89010	2.692	-65.479
172.89015	2.684	-65.469
172.89020	2.686	-65.475
172.89025	2.690	-65.497
172.89030	2.688	-65.521
172.89035	2.694	-65.427
172.89040	2.706	-65.305
172.89045	2.722	-65.106
172.89050	2.742	-65.622
172.89055	2.765	-65.665
172.89060	2.768	-65.652
172.89065	2.743	-65.707
172.89070	2.716	-65.671
172.89075	2.685	-65.634
172.89080	2.658	-65.625
172.89085	2.665	-65.567
172.89090	2.663	-65.625
172.89095	2.664	-65.616
172.89100	2.665	-65.634
172.89105	2.670	-65.656
172.89110	2.683	-65.308
172.89115	2.709	-65.512
172.89120	2.737	-65.695
172.89125	2.755	-65.677
172.89130	2.753	-65.671
172.89135	2.726	-65.671
172.89140	2.694	-65.637
172.89145	2.682	-65.723
172.89150	2.672	-65.628
172.89155	2.675	-65.646
172.89160	2.677	-65.622
172.89165	2.674	-65.640
172.89170	2.672	-65.610
172.89175	2.674	-65.601
172.89180	2.699	-65.353
172.89185	2.717	-65.097
172.89190	2.748	-65.137
172.89195	2.765	-65.085
172.89200	2.754	-65.088
172.89205	2.736	-65.079
172.89210	2.708	-65.079
172.89215	2.690	-65.021
172.89220	2.690	-65.021
172.89225	2.689	-65.033
172.89230	2.687	-65.054
172.89235	2.685	-64.966
172.89240	2.684	-64.886
172.89245	2.689	-64.874
172.89250	2.711	-65.082
172.89255	2.725	-65.067
172.89260	2.751	-65.085
172.89265	2.756	-65.094
172.89270	2.730	-65.070
172.89275	2.714	-64.984
172.89280	2.683	-65.192
172.89285	2.665	-65.067
172.89290	2.665	-65.018
172.89295	2.658	-65.048
172.89300	2.661	-65.039
172.89305	2.662	-65.042
172.89310	2.673	-65.076
172.89315	2.695	-65.002
172.89320	2.720	-65.118
172.89325	2.748	-65.070
172.89330	2.760	-65.167
172.89335	2.726	-65.201
172.89340	2.690	-65.207
172.89345	2.662	-65.295
172.89350	2.631	-65.207
172.89355	2.644	-65.280
172.89360	2.651	-65.286
172.89365	2.648	-65.326
172.89370	2.650	-65.375
172.89375	2.635	-65.378
172.89380	2.654	-65.363
172.89385	2.675	-65.506
172.89390	2.709	-65.771
172.89395	2.742	-65.854
172.89400	2.746	-65.823
172.89405	2.733	-65.857
172.89410	2.706	-65.857
172.89415	2.685	-65.900
172.89420	2.677	-65.948
172.89425	2.675	-65.857
172.89430	2.678	-65.906
172.89435	2.673	-65.900
172.89440	2.673	-65.906
172.89445	2.675	-65.900
172.89450	2.693	-65.179
172.89455	2.710	-65.616
172.89460	2.731	-65.695
172.89465	2.751	-65.674
172.89470	2.740	-65.717
172.89475	2.727	-65.680
172.89480	2.704	-65.659
172.89485	2.678	-65.714
172.89490	2.671	-65.683
172.89495	2.674	-65.704
172.89500	2.673	-65.729
172.89505	2.668	-65.698
172.89510	2.666	-65.735
172.89515	2.678	-65.424
172.89520	2.682	-65.366
172.89525	2.708	-65.811
172.89530	2.731	-65.860
172.89535	2.726	-65.851
172.89540	2.721	-65.829
172.89545	2.703	-65.808
172.89550	2.677	-65.829
172.89555	2.673	-65.793
172.89560	2.673	-65.817
172.89565	2.670	-65.829
172.89570	2.673	-65.741
172.89575	2.672	-65.768
172.89580	2.679	-65.744
172.89585	2.688	-65.143
172.89590	2.710	-65.256
172.89595	2.733	-65.234
172.89600	2.749	-65.228
172.89605	2.734	-65.253
172.89610	2.720	-65.259
172.89615	2.690	-65.320
172.89620	2.671	-65.244
172.89625	2.667	-65.298
172.89630	2.668	-65.207
172.89635	2.675	-65.292
172.89640	2.663	-65.237
172.89645	2.671	-65.259
172.89650	2.683	-65.262
172.89655	2.694	-65.289
172.89660	2.728	-65.677
172.89665	2.740	-65.787
172.89670	2.752	-65.765
172.89675	2.737	-65.738
172.89680	2.712	-65.717
172.89685	2.695	-65.668
172.89690	2.671	-65.692
172.89695	2.676	-65.668
172.89700	2.671	-65.649
172.89705	2.668	-65.662
172.89710	2.672	-65.558
172.89715	2.666	-65.649
172.89720	2.687	-65.262
172.89725	2.708	-65.674
172.89730	2.728	-65.793
172.89735	2.745	-65.750
172.89740	2.726	-65.753
172.89745	2.706	-65.820
172.89750	2.679	-65.781
172.89755	2.659	-65.875
172.89760	2.650	-65.790
172.89765	2.650	-65.771
172.89770	2.652	-65.778
172.89775	2.661	-65.762
172.89780	2.666	-65.726
172.89785	2.675	-65.735
172.89790	2.688	-65.350
172.89795	2.710	-65.558
172.89800	2.739	-65.640
172.89805	2.755	-65.631
172.89810	2.747	-65.610
172.89815	2.715	-65.646
172.89820	2.684	-65.659
172.89825	2.665	-65.582
172.89830	2.665	-65.573
172.89835	2.680	-65.616
172.89840	2.683	-65.582
172.89845	2.678	-65.616
172.89850	2.681	-65.637
172.89855	2.688	-65.335
172.89860	2.693	-65.439
172.89865	2.716	-65.472
172.89870	2.739	-65.454
172.89875	2.732	-65.521
172.89880	2.715	-65.445
172.89885	2.692	-65.521
172.89890	2.666	-65.457
172.89895	2.657	-65.424
172.89900	2.667	-65.402
172.89905	2.667	-65.411
172.89910	2.674	-65.405
172.89915	2.664	-65.414
172.89920	2.663	-65.439
172.89925	2.666	-65.225
172.89930	2.687	-65.881
172.89935	2.717	-65.958
172.89940	2.737	-65.903
172.89945	2.725	-65.955
172.89950	2.703	-65.967
172.89955	2.673	-65.915
172.89960	2.645	-65.958
172.89965	2.632	-65.976
172.89970	2.633	-65.948
172.89975	2.624	-65.933
172.89980	2.625	-65.933
172.89985	2.639	-65.939
172.89990	2.653	-65.396
172.89995	2.682	-65.353
172.90000	2.706	-65.494
172.90005	2.729	-65.564
172.90010	2.724	-65.533
172.90015	2.709	-65.564
172.90020	2.694	-65.500
172.90025	2.678	-65.491
172.90030	2.674	-65.536
172.90035	2.667	-65.512
172.90040	2.658	-65.561
172.90045	2.651	-65.558
172.90050	2.644	-65.543
172.90055	2.649	-65.558
172.90060	2.667	-65.250
172.90065	2.689	-65.259
172.90070	2.721	-65.359
172.90075	2.744	-65.280
172.90080	2.727	-65.265
172.90085	2.708	-65.289
172.90090	2.676	-65.317
172.90095	2.652	-65.283
172.90100	2.656	-65.280
172.90105	2.653	-65.274
172.90110	2.657	-65.347
172.90115	2.656	-65.286
172.90120	2.658	-65.280
172.90125	2.665	-65.057
172.90130	2.675	-64.917
172.90135	2.692	-65.283
172.90140	2.707	-65.253
172.90145	2.712	-65.283
172.90150	2.706	-65.250
172.90155	2.688	-65.225
172.90160	2.672	-65.182
172.90165	2.652	-65.244
172.90170	2.657	-65.256
172.90175	2.655	-65.207
172.90180	2.660	-65.265
172.90185	2.665	-65.222
172.90190	2.665	-65.250
172.90195	2.678	-65.335
172.90200	2.694	-65.408
172.90205	2.714	-65.417
172.90210	2.735	-65.436
172.90215	2.713	-65.457
172.90220	2.699	-65.448
172.90225	2.670	-65.448
172.90230	2.643	-65.454
172.90235	2.645	-65.402
172.90240	2.646	-65.491
172.90245	2.643	-65.488
172.90250	2.645	-65.448
172.90255	2.655	-65.442
172.90260	2.664	-65.115
172.90265	2.677	-64.935
172.90270	2.709	-65.231
172.90275	2.734	-65.219
172.90280	2.737	-65.240
172.90285	2.735	-65.152
172.90290	2.708	-65.195
172.90295	2.679	-65.219
172.90300	2.660	-65.244
172.90305	2.658	-65.201
172.90310	2.657	-65.170
172.90315	2.671	-65.176
172.90320	2.671	-65.146
172.90325	2.672	-65.033
172.90330	2.687	-64.743
172.90335	2.698	-65.451
172.90340	2.725	-65.506
172.90345	2.744	-65.488
172.90350	2.730	-65.497
172.90355	2.704	-65.460
172.90360	2.667	-65.421
172.90365	2.645	-65.378
172.90370	2.637	-65.341
172.90375	2.651	-65.326
172.90380	2.656	-65.302
172.90385	2.654	-65.338
172.90390	2.655	-65.356
172.90395	2.652	-65.195
172.90400	2.671	-64.694
172.90405	2.686	-65.021
172.90410	2.716	-65.094
172.90415	2.728	-65.112
172.90420	2.712	-65.103
172.90425	2.693	-65.054
172.90430	2.662	-65.112
172.90435	2.642	-65.042
172.90440	2.643	-65.088
172.90445	2.641	-65.054
172.90450	2.639	-65.048
172.90455	2.638	-65.073
172.90460	2.639	-65.070
172.90465	2.655	-64.542
172.90470	2.681	-65.027
172.90475	2.711	-65.247
172.90480	2.737	-65.286
172.90485	2.724	-65.317
172.90490	2.708	-65.320
172.90495	2.669	-65.250
172.90500	2.636	-65.271
172.90505	2.629	-65.247
172.90510	2.624	-65.219
172.90515	2.637	-65.262
172.90520	2.644	-65.286
172.90525	2.655	-65.274
172.90530	2.670	-65.213
172.90535	2.679	-64.444
172.90540	2.703	-64.783
172.90545	2.715	-64.761
172.90550	2.721	-64.825
172.90555	2.706	-64.789
172.90560	2.685	-64.780
172.90565	2.669	-64.758
172.90570	2.653	-64.755
172.90575	2.662	-64.825
172.90580	2.662	-64.716
172.90585	2.659	-64.832
172.90590	2.662	-64.828
172.90595	2.656	-64.792
172.90600	2.669	-64.871
172.90605	2.688	-65.018
172.90610	2.706	-65.259
172.90615	2.732	-65.274
172.90620	2.708	-65.292
172.90625	2.690	-65.298
172.90630	2.665	-65.213
172.90635	2.636	-65.277
172.90640	2.633	-65.244
172.90645	2.633	-65.244
172.90650	2.632	-65.234
172.90655	2.629	-65.271
172.90660	2.625	-65.247
172.90665	2.637	-65.311
172.90670	2.656	-65.253
172.90675	2.677	-65.411
172.90680	2.710	-65.518
172.90685	2.724	-65.561
172.90690	2.706	-65.558
172.90695	2.681	-65.631
172.90700	2.651	-65.530
172.90705	2.623	-65.637
172.90710	2.618	-65.601
172.90715	2.621	-65.671
172.90720	2.619	-65.619
172.90725	2.622	-65.588
172.90730	2.635	-65.665
172.90735	2.648	-65.289
172.90740	2.667	-65.726
172.90745	2.704	-65.961
172.90750	2.723	-66.055
172.90755	2.718	-65.994
172.90760	2.719	-66.022
172.90765	2.687	-66.037
172.90770	2.671	-66.074
172.90775	2.663	-66.028
172.90780	2.660	-66.080
172.90785	2.664	-66.104
172.90790	2.660	-66.058
172.90795	2.666	-66.034
172.90800	2.676	-66.064
172.90805	2.691	-65.646
172.90810	2.703	-65.659
172.90815	2.716	-65.659
172.90820	2.723	-65.674
172.90825	2.699	-65.692
172.90830	2.673	-65.628
172.90835	2.656	-65.668
172.90840	2.637	-65.640
172.90845	2.631	-65.723
172.90850	2.639	-65.656
172.90855	2.639	-65.631
172.90860	2.629	-65.729
172.90865	2.629	-65.622
172.90870	2.638	-65.613
172.90875	2.655	-65.649
172.90880	2.679	-65.231
172.90885	2.714	-65.222
172.90890	2.718	-65.244
172.90895	2.710	-65.320
172.90900	2.697	-65.240
172.90905	2.670	-65.314
172.90910	2.660	-65.262
172.90915	2.657	-65.302
172.90920	2.651	-65.314
172.90925	2.650	-65.259
172.90930	2.655	-65.265
172.90935	2.663	-65.277
172.90940	2.669	-65.311
172.90945	2.700	-65.158
172.90950	2.721	-65.060
172.90955	2.733	-65.091
172.90960	2.719	-65.131
172.90965	2.688	-65.076
172.90970	2.659	-65.076
172.90975	2.628	-65.048
172.90980	2.634	-65.109
172.90985	2.638	-65.060
172.90990	2.641	-65.112
172.90995	2.646	-65.106
172.91000	2.643	-65.070
172.91005	2.653	-65.155
172.91010	2.668	-65.158
172.91015	2.693	-65.604
172.91020	2.718	-65.643
172.91025	2.721	-65.668
172.91030	2.700	-65.665
172.91035	2.676	-65.659
172.91040	2.653	-65.674
172.91045	2.636	-65.601
172.91050	2.641	-65.573
172.91055	2.644	-65.591
172.91060	2.635	-65.610
172.91065	2.640	-65.576
172.91070	2.640	-65.576
172.91075	2.643	-65.140
172.91080	2.669	-65.173
172.91085	2.692	-65.259
172.91090	2.720	-65.274
172.91095	2.714	-65.283
172.91100	2.700	-65.265
172.91105	2.665	-65.256
172.91110	2.638	-65.262
172.91115	2.633	-65.271
172.91120	2.628	-65.292
172.91125	2.641	-65.280
172.91130	2.645	-65.250
172.91135	2.642	-65.295
172.91140	2.650	-65.176
172.91145	2.663	-64.844
172.91150	2.690	-65.237
172.91155	2.715	-65.320
172.91160	2.728	-65.268
172.91165	2.708	-65.265
172.91170	2.679	-65.244
172.91175	2.647	-65.271
172.91180	2.633	-65.314
172.91185	2.638	-65.256
172.91190	2.636	-65.311
172.91195	2.639	-65.305
172.91200	2.635	-65.283
172.91205	2.632	-65.302
172.91210	2.647	-64.737
172.91215	2.676	-65.012
172.91220	2.718	-65.088
172.91225	2.745	-65.079
172.91230	2.732	-65.094
172.91235	2.703	-65.051
172.91240	2.655	-65.036
172.91245	2.623	-65.033
172.91250	2.608	-64.996
172.91255	2.606	-64.999
172.91260	2.610	-65.018
172.91265	2.607	-65.042
172.91270	2.603	-65.039
172.91275	2.613	-65.048
172.91280	2.625	-64.828
172.91285	2.653	-65.002
172.91290	2.686	-64.944
172.91295	2.701	-64.972
172.91300	2.687	-64.960
172.91305	2.661	-64.963
172.91310	2.633	-64.926
172.91315	2.612	-64.981
172.91320	2.609	-64.972
172.91325	2.618	-65.057
172.91330	2.614	-65.091
172.91335	2.614	-65.082
172.91340	2.622	-65.100
172.91345	2.630	-64.676
172.91350	2.650	-64.905
172.91355	2.679	-65.070
172.91360	2.706	-65.112
172.91365	2.701	-65.155
172.91370	2.689	-65.143
172.91375	2.661	-65.152
172.91380	2.637	-65.155
172.91385	2.630	-65.204
172.91390	2.628	-65.173
172.91395	2.628	-65.262
172.91400	2.630	-65.195
172.91405	2.623	-65.213
172.91410	2.639	-65.250
172.91415	2.656	-65.143
172.91420	2.684	-65.396
172.91425	2.709	-65.359
172.91430	2.723	-65.457
172.91435	2.711	-65.451
172.91440	2.692	-65.421
172.91445	2.661	-65.469
172.91450	2.646	-65.436
172.91455	2.638	-65.408
172.91460	2.632	-65.396
172.91465	2.639	-65.430
172.91470	2.641	-65.430
172.91475	2.643	-65.445
172.91480	2.661	-65.320
172.91485	2.669	-65.222
172.91490	2.688	-65.460
172.91495	2.701	-65.448
172.91500	2.693	-65.448
172.91505	2.674	-65.472
172.91510	2.650	-65.439
172.91515	2.630	-65.396
172.91520	2.618	-65.427
172.91525	2.623	-65.372
172.91530	2.617	-65.332
172.91535	2.611	-65.326
172.91540	2.613	-65.326
172.91545	2.616	-65.381
172.91550	2.632	-65.103
172.91555	2.664	-65.372
172.91560	2.690	-65.384
172.91565	2.723	-65.347
172.91570	2.716	-65.359
172.91575	2.693	-65.295
172.91580	2.667	-65.256
172.91585	2.639	-65.295
172.91590	2.639	-65.253
172.91595	2.644	-65.253
172.91600	2.648	-65.286
172.91605	2.650	-65.234
172.91610	2.647	-65.228
172.91615	2.662	-65.143
172.91620	2.679	-65.286
172.91625	2.693	-65.613
172.91630	2.714	-65.518
172.91635	2.708	-65.588
172.91640	2.689	-65.555
172.91645	2.662	-65.558
172.91650	2.635	-65.506
172.91655	2.617	-65.527
172.91660	2.617	-65.497
172.91665	2.620	-65.558
172.91670	2.627	-65.485
172.91675	2.630	-65.469
172.91680	2.630	-65.451
172.91685	2.644	-65.103
172.91690	2.665	-65.192
172.91695	2.690	-65.201
172.91700	2.705	-65.240
172.91705	2.690	-65.201
172.91710	2.666	-65.213
172.91715	2.627	-65.173
172.91720	2.603	-65.189
172.91725	2.600	-65.140
172.91730	2.603	-65.155
172.91735	2.603	-65.143
172.91740	2.590	-65.134
172.91745	2.588	-65.161
172.91750	2.593	-65.210
172.91755	2.610	-65.390
172.91760	2.653	-65.421
172.91765	2.698	-65.421
172.91770	2.714	-65.356
172.91775	2.702	-65.393
172.91780	2.679	-65.359
172.91785	2.641	-65.305
172.91790	2.625	-65.375
172.91795	2.627	-65.366
172.91800	2.627	-65.378
172.91805	2.630	-65.384
172.91810	2.624	-65.421
172.91815	2.626	-65.405
172.91820	2.637	-65.027
172.91825	2.659	-65.182
172.91830	2.684	-65.210
172.91835	2.703	-65.234
172.91840	2.698	-65.244
172.91845	2.674	-65.198
172.91850	2.655	-65.244
172.91855	2.626	-65.228
172.91860	2.612	-65.213
172.91865	2.617	-65.158
172.91870	2.609	-65.219
172.91875	2.615	-65.231
172.91880	2.615	-65.173
172.91885	2.634	-65.182
172.91890	2.654	-64.957
172.91895	2.671	-65.414
172.91900	2.697	-65.430
172.91905	2.693	-65.460
172.91910	2.677	-65.421
172.91915	2.657	-65.359
172.91920	2.636	-65.381
172.91925	2.619	-65.363
172.91930	2.620	-65.356
172.91935	2.630	-65.399
172.91940	2.625	-65.381
172.91945	2.629	-65.378
172.91950	2.624	-65.387
172.91955	2.633	-65.009
172.91960	2.652	-64.975
172.91965	2.678	-65.198
172.91970	2.701	-65.170
172.91975	2.689	-65.176
172.91980	2.672	-65.182
172.91985	2.645	-65.173
172.91990	2.626	-65.192
172.91995	2.616	-65.161
172.92000	2.618	-65.164
172.92005	2.621	-65.189
172.92010	2.618	-65.207
172.92015	2.617	-65.176
172.92020	2.625	-65.106
172.92025	2.637	-65.002
172.92030	2.661	-65.030
172.92035	2.679	-64.972
172.92040	2.692	-64.896
172.92045	2.671	-64.935
172.92050	2.645	-64.960
172.92055	2.628	-64.868
172.92060	2.604	-64.984
172.92065	2.606	-64.935
172.92070	2.605	-64.914
172.92075	2.602	-64.865
172.92080	2.601	-64.899
172.92085	2.613	-64.890
172.92090	2.629	-64.905
172.92095	2.646	-65.262
172.92100	2.674	-65.271
172.92105	2.692	-65.244
172.92110	2.689	-65.259
172.92115	2.672	-65.332
172.92120	2.650	-65.332
172.92125	2.623	-65.314
172.92130	2.616	-65.320
172.92135	2.624	-65.250
172.92140	2.628	-65.265
172.92145	2.633	-65.314
172.92150	2.638	-65.271
172.92155	2.630	-65.311
172.92160	2.636	-65.082
172.92165	2.650	-65.363
172.92170	2.666	-65.332
172.92175	2.685	-65.378
172.92180	2.685	-65.384
172.92185	2.662	-65.347
172.92190	2.636	-65.317
172.92195	2.608	-65.378
172.92200	2.593	-65.366
172.92205	2.596	-65.338
172.92210	2.599	-65.347
172.92215	2.603	-65.338
172.92220	2.607	-65.363
172.92225	2.611	-65.076
172.92230	2.630	-65.207
172.92235	2.655	-65.378
172.92240	2.676	-65.421
172.92245	2.697	-65.430
172.92250	2.680	-65.454
172.92255	2.657	-65.430
172.92260	2.633	-65.439
172.92265	2.618	-65.417
172.92270	2.615	-65.417
172.92275	2.621	-65.417
172.92280	2.629	-65.445
172.92285	2.634	-65.463
172.92290	2.639	-65.460
172.92295	2.653	-65.155
172.92300	2.668	-65.317
172.92305	2.692	-65.329
172.92310	2.711	-65.289
172.92315	2.695	-65.289
172.92320	2.668	-65.231
172.92325	2.648	-65.170
172.92330	2.622	-65.155
172.92335	2.615	-65.097
172.92340	2.612	-65.140
172.92345	2.609	-65.088
172.92350	2.608	-65.070
172.92355	2.603	-65.042
172.92360	2.617	-65.048
172.92365	2.635	-65.182
172.92370	2.663	-65.680
172.92375	2.696	-65.695
172.92380	2.712	-65.753
172.92385	2.687	-65.689
172.92390	2.668	-65.683
172.92395	2.631	-65.588
172.92400	2.608	-65.619
172.92405	2.606	-65.637
172.92410	2.598	-65.594
172.92415	2.592	-65.573
172.92420	2.585	-65.619
172.92425	2.591	-65.579
172.92430	2.603	-65.045
172.92435	2.631	-65.332
172.92440	2.667	-65.265
172.92445	2.688	-65.314
172.92450	2.680	-65.359
172.92455	2.657	-65.390
