"Time"	"9 10Vm+hr"	"4 Im"
23.69369	-66.891	-0.007
23.69374	-66.907	0.000
23.69379	-66.858	0.010
23.69384	-67.047	0.021
23.69389	-67.038	0.012
23.69394	-67.062	0.007
23.69399	-67.065	-0.001
23.69404	-67.068	-0.004
23.69409	-67.160	-0.000
23.69414	-66.858	0.017
23.69419	-66.980	0.023
23.69424	-67.087	0.013
23.69429	-67.108	0.009
23.69434	-67.062	-0.006
23.69439	-67.169	-0.018
23.69444	-67.136	-0.016
23.69449	-67.084	-0.007
23.69454	-67.276	-0.001
23.69459	-67.392	0.001
23.69464	-67.249	0.018
23.69469	-67.206	0.014
23.69474	-67.319	0.014
23.69479	-67.056	0.012
23.69484	-66.687	0.004
23.69489	-66.577	-0.001
23.69494	-66.614	-0.001
23.69499	-66.638	0.001
23.69504	-66.623	-0.009
23.69509	-66.656	-0.014
23.69514	-66.687	-0.000
23.69519	-66.873	0.002
23.69524	-66.748	-0.018
23.69529	-66.754	-0.019
23.69534	-66.824	-0.036
23.69539	-66.824	-0.038
23.69544	-66.760	-0.033
23.69549	-67.120	-0.005
23.69554	-67.334	-0.000
23.69559	-67.398	-0.004
23.69564	-67.264	0.010
23.69569	-67.316	-0.010
23.69574	-67.285	-0.013
23.69579	-67.297	-0.001
23.69584	-67.044	0.008
23.69589	-66.986	0.006
23.69594	-66.962	0.011
23.69599	-66.928	0.010
23.69604	-66.959	-0.001
23.69609	-66.980	0.001
23.69614	-66.797	0.008
23.69619	-67.096	0.006
23.69624	-67.166	-0.002
23.69629	-67.114	0.001
23.69634	-67.154	-0.004
23.69639	-67.215	-0.007
23.69644	-67.203	-0.002
23.69649	-66.794	0.002
23.69654	-67.050	0.005
23.69659	-67.099	0.005
23.69664	-67.010	0.008
23.69669	-66.992	0.009
23.69674	-67.023	0.001
23.69679	-66.925	0.006
23.69684	-67.007	0.017
23.69689	-67.072	0.011
23.69694	-67.099	0.011
23.69699	-67.026	-0.004
23.69704	-67.072	-0.021
23.69709	-67.065	-0.016
23.69714	-67.117	-0.008
23.69719	-67.252	0.006
23.69724	-67.310	0.026
23.69729	-67.300	0.024
23.69734	-67.313	0.014
23.69739	-67.352	0.004
23.69744	-67.282	-0.000
23.69749	-67.169	0.010
23.69754	-67.233	0.015
23.69759	-67.383	0.020
23.69764	-67.267	0.009
23.69769	-67.288	-0.004
23.69774	-67.224	-0.013
23.69779	-67.264	-0.021
23.69784	-66.962	-0.001
23.69789	-67.023	0.007
23.69794	-67.081	0.009
23.69799	-67.102	0.004
23.69804	-67.075	-0.009
23.69809	-67.102	-0.024
23.69814	-67.126	-0.015
23.69819	-66.830	0.001
23.69824	-66.727	0.011
23.69829	-66.754	0.013
23.69834	-66.666	0.004
23.69839	-66.724	-0.007
23.69844	-66.727	-0.011
23.69849	-66.919	-0.002
23.69854	-67.029	0.009
23.69859	-67.133	-0.001
23.69864	-66.989	-0.004
23.69869	-67.038	-0.006
23.69874	-67.093	-0.012
23.69879	-67.151	-0.013
23.69884	-66.867	0.012
23.69889	-67.001	0.014
23.69894	-67.117	0.008
23.69899	-67.093	0.010
23.69904	-67.078	-0.004
23.69909	-67.056	-0.015
23.69914	-67.081	-0.008
23.69919	-67.065	0.003
23.69924	-67.038	0.002
23.69929	-66.962	-0.000
23.69934	-66.965	0.002
23.69939	-66.971	-0.008
23.69944	-67.004	-0.011
23.69949	-67.017	-0.003
23.69954	-67.108	0.005
23.69959	-67.194	0.005
23.69964	-67.188	0.002
23.69969	-67.197	-0.009
23.69974	-67.197	-0.033
23.69979	-67.239	-0.040
23.69984	-67.148	-0.031
23.69989	-67.087	-0.019
23.69994	-67.090	0.003
23.69999	-67.078	0.002
23.70004	-67.075	0.012
23.70009	-67.078	0.008
23.70014	-67.053	0.005
23.70019	-66.956	0.016
23.70024	-66.812	0.024
23.70029	-66.779	0.009
23.70034	-66.776	0.010
23.70039	-66.769	0.011
23.70044	-66.791	0.005
23.70049	-66.766	0.012
23.70054	-67.163	0.025
23.70059	-67.459	0.024
23.70064	-67.352	0.016
23.70069	-67.368	0.011
23.70074	-67.349	-0.005
23.70079	-67.349	-0.009
23.70084	-67.294	-0.002
23.70089	-66.785	0.009
23.70094	-66.864	0.010
23.70099	-66.711	0.011
23.70104	-66.745	0.009
23.70109	-66.739	-0.008
23.70114	-66.684	-0.008
23.70119	-66.672	0.002
23.70124	-66.977	0.002
23.70129	-66.974	0.010
23.70134	-67.105	0.013
23.70139	-67.001	0.005
23.70144	-66.995	0.000
23.70149	-67.020	-0.002
23.70154	-66.998	0.010
23.70159	-66.867	0.002
23.70164	-66.864	-0.003
23.70169	-66.852	-0.009
23.70174	-66.858	-0.028
23.70179	-66.895	-0.032
23.70184	-66.885	-0.031
23.70189	-66.840	-0.014
23.70194	-66.803	-0.010
23.70199	-66.815	-0.003
23.70204	-66.858	0.002
23.70209	-66.827	-0.007
23.70214	-66.833	-0.007
23.70219	-67.096	-0.001
23.70224	-67.072	0.008
23.70229	-67.093	0.006
23.70234	-67.096	0.004
23.70239	-67.084	0.000
23.70244	-67.084	-0.012
23.70249	-67.133	-0.008
23.70254	-67.010	0.002
23.70259	-67.105	0.011
23.70264	-67.136	0.010
23.70269	-67.169	0.013
23.70274	-67.166	-0.004
23.70279	-67.206	-0.013
23.70284	-67.197	-0.009
23.70289	-66.830	0.001
23.70294	-66.824	0.006
23.70299	-66.861	0.000
23.70304	-66.870	-0.003
23.70309	-66.849	-0.019
23.70314	-66.827	-0.017
23.70319	-66.809	-0.004
23.70324	-67.184	0.003
23.70329	-67.188	0.016
23.70334	-67.154	0.013
23.70339	-67.133	0.005
23.70344	-67.111	-0.006
23.70349	-67.151	-0.010
23.70354	-66.910	-0.003
23.70359	-66.907	0.010
23.70364	-66.708	0.009
23.70369	-66.803	0.003
23.70374	-66.803	-0.011
23.70379	-66.776	-0.021
23.70384	-66.788	-0.019
23.70389	-66.843	-0.006
23.70394	-67.181	0.009
23.70399	-67.108	0.000
23.70404	-67.197	0.009
23.70409	-67.191	0.003
23.70414	-67.105	-0.001
23.70419	-67.172	0.004
23.70424	-67.026	0.015
23.70429	-67.056	0.014
23.70434	-67.050	0.008
23.70439	-67.184	-0.002
23.70444	-67.087	-0.007
23.70449	-67.108	-0.009
23.70454	-67.032	-0.001
23.70459	-66.739	0.026
23.70464	-66.623	0.020
23.70469	-66.702	0.019
23.70474	-66.653	0.012
23.70479	-66.675	-0.006
23.70484	-66.699	-0.004
23.70489	-66.605	-0.001
23.70494	-66.739	0.015
23.70499	-66.705	0.009
23.70504	-66.742	-0.002
23.70509	-66.772	-0.020
23.70514	-66.782	-0.042
23.70519	-66.751	-0.039
23.70524	-66.925	-0.020
23.70529	-66.953	-0.003
23.70534	-67.059	0.018
23.70539	-66.968	0.030
23.70544	-66.977	0.009
23.70549	-67.007	0.002
23.70554	-66.959	-0.006
23.70559	-66.772	-0.004
23.70564	-66.681	0.004
23.70569	-66.815	0.001
23.70574	-66.794	0.001
23.70579	-66.791	-0.003
23.70584	-66.870	-0.004
23.70589	-66.754	0.009
23.70594	-67.041	0.008
23.70599	-67.120	0.004
23.70604	-67.078	-0.004
23.70609	-67.130	-0.021
23.70614	-67.096	-0.023
23.70619	-67.065	-0.020
23.70624	-66.928	-0.009
23.70629	-67.126	0.006
23.70634	-67.157	0.004
23.70639	-67.133	0.003
23.70644	-67.145	-0.009
23.70649	-67.206	-0.013
23.70654	-67.181	-0.012
23.70659	-66.702	0.001
23.70664	-66.455	0.007
23.70669	-66.391	0.008
23.70674	-66.336	0.007
23.70679	-66.403	-0.001
23.70684	-66.406	0.001
23.70689	-66.467	0.003
23.70694	-67.047	0.019
23.70699	-67.102	0.014
23.70704	-67.212	0.007
23.70709	-67.157	-0.006
23.70714	-67.258	-0.021
23.70719	-67.224	-0.036
23.70724	-67.160	-0.028
23.70729	-67.059	-0.008
23.70734	-67.218	-0.004
23.70739	-67.111	0.004
23.70744	-67.139	0.003
23.70749	-67.123	-0.001
23.70754	-67.169	-0.007
23.70759	-66.925	0.010
23.70764	-66.815	0.008
23.70769	-66.782	0.008
23.70774	-66.763	0.012
23.70779	-66.873	-0.008
23.70784	-66.824	-0.005
23.70789	-66.864	-0.001
23.70794	-66.898	0.009
23.70799	-66.925	0.005
23.70804	-66.919	0.003
23.70809	-66.937	0.001
23.70814	-66.888	-0.016
23.70819	-66.895	-0.009
23.70824	-66.974	-0.005
23.70829	-66.849	0.006
23.70834	-66.943	0.010
23.70839	-66.833	0.019
23.70844	-66.830	0.013
23.70849	-66.861	0.015
23.70854	-66.870	0.022
23.70859	-66.812	0.033
23.70864	-66.702	0.033
23.70869	-66.696	0.015
23.70874	-66.742	0.005
23.70879	-66.818	-0.007
23.70884	-66.797	-0.008
23.70889	-66.751	-0.002
23.70894	-66.980	0.011
23.70899	-67.166	0.013
23.70904	-67.099	0.006
23.70909	-67.181	0.003
23.70914	-67.163	-0.008
23.70919	-67.145	-0.015
23.70924	-67.194	-0.014
23.70929	-67.126	-0.008
23.70934	-67.294	0.002
23.70939	-67.316	0.006
23.70944	-67.242	0.013
23.70949	-67.236	0.010
23.70954	-67.178	0.007
23.70959	-66.913	0.016
23.70964	-67.197	0.018
23.70969	-67.224	0.020
23.70974	-67.206	0.017
23.70979	-67.242	0.011
23.70984	-67.206	0.002
23.70989	-67.242	-0.003
23.70994	-66.934	0.007
23.70999	-66.928	0.007
23.71004	-67.020	0.015
23.71009	-66.934	0.008
23.71014	-66.968	0.000
23.71019	-66.965	-0.003
23.71024	-67.010	0.001
23.71029	-67.145	0.008
23.71034	-67.078	0.006
23.71039	-67.145	0.000
23.71044	-67.102	-0.010
23.71049	-67.120	-0.024
23.71054	-67.111	-0.033
23.71059	-67.200	-0.013
23.71064	-66.922	0.006
23.71069	-66.956	0.021
23.71074	-66.962	0.033
23.71079	-67.017	0.026
23.71084	-66.965	0.019
23.71089	-66.946	0.009
23.71094	-66.943	0.021
23.71099	-66.943	0.024
23.71104	-66.867	0.015
23.71109	-67.007	0.012
23.71114	-67.007	0.001
23.71119	-66.953	-0.014
23.71124	-66.971	-0.015
23.71129	-67.014	-0.003
23.71134	-67.087	-0.001
23.71139	-67.087	0.002
23.71144	-67.090	0.009
23.71149	-67.099	0.004
23.71154	-67.050	0.004
23.71159	-67.047	0.018
23.71164	-66.833	0.027
23.71169	-66.772	0.030
23.71174	-66.751	0.036
23.71179	-66.782	0.036
23.71184	-66.730	0.012
23.71189	-66.760	0.009
23.71194	-66.837	0.018
23.71199	-66.977	0.015
23.71204	-66.986	0.024
23.71209	-67.032	0.016
23.71214	-66.949	-0.000
23.71219	-66.974	-0.013
23.71224	-66.922	-0.019
23.71229	-66.830	-0.004
23.71234	-67.072	0.009
23.71239	-67.053	0.009
23.71244	-67.062	0.009
23.71249	-67.059	-0.007
23.71254	-66.992	-0.020
23.71259	-66.910	-0.021
23.71264	-66.873	-0.011
23.71269	-66.727	-0.001
23.71274	-66.721	0.008
23.71279	-66.821	0.019
23.71284	-66.797	0.010
23.71289	-66.748	0.004
23.71294	-66.788	0.007
23.71299	-66.379	-0.001
23.71304	-66.245	-0.002
23.71309	-66.296	-0.001
23.71314	-66.266	-0.005
23.71319	-66.293	-0.007
23.71324	-66.324	-0.008
23.71329	-66.681	0.002
23.71334	-66.898	0.006
23.71339	-66.910	0.004
23.71344	-66.946	-0.003
23.71349	-66.940	-0.014
23.71354	-66.986	-0.016
23.71359	-67.038	-0.016
23.71364	-67.050	-0.002
23.71369	-66.898	0.014
23.71374	-67.059	0.013
23.71379	-67.090	0.019
23.71384	-67.020	0.012
23.71389	-67.062	0.014
23.71394	-67.017	0.017
23.71399	-67.160	0.020
23.71404	-67.245	0.027
23.71409	-67.297	0.023
23.71414	-67.242	0.023
23.71419	-67.206	0.014
23.71424	-67.300	0.010
23.71429	-67.041	0.021
23.71434	-66.745	0.023
23.71439	-66.696	0.022
23.71444	-66.711	0.026
23.71449	-66.666	0.019
23.71454	-66.656	0.010
23.71459	-66.611	0.008
23.71464	-66.727	0.018
23.71469	-67.328	0.015
23.71474	-67.325	0.013
23.71479	-67.444	0.013
23.71484	-67.401	-0.005
23.71489	-67.456	-0.013
23.71494	-67.429	-0.013
23.71499	-66.754	-0.005
23.71504	-66.733	0.005
23.71509	-66.721	0.009
23.71514	-66.727	0.010
23.71519	-66.733	-0.000
23.71524	-66.733	-0.008
23.71529	-65.308	-0.004
23.71534	-66.797	0.005
23.71539	-66.858	0.015
23.71544	-66.870	0.016
23.71549	-66.858	0.006
23.71554	-66.937	-0.012
23.71559	-66.986	-0.027
23.71564	-66.711	-0.021
23.71569	-67.218	0.000
23.71574	-67.249	0.017
23.71579	-67.157	0.022
23.71584	-67.212	0.022
23.71589	-67.194	0.001
23.71594	-67.099	-0.005
23.71599	-66.873	0.007
23.71604	-66.812	0.011
23.71609	-66.837	0.015
23.71614	-66.901	0.016
23.71619	-66.931	0.011
23.71624	-66.974	0.013
23.71629	-66.968	0.020
23.71634	-66.711	0.027
23.71639	-66.684	0.025
23.71644	-66.672	0.017
23.71649	-66.660	0.005
23.71654	-66.650	-0.009
23.71659	-66.681	-0.018
23.71664	-66.660	-0.009
23.71669	-66.623	-0.004
23.71674	-66.592	-0.003
23.71679	-66.559	0.003
23.71684	-66.544	-0.002
23.71689	-66.550	-0.006
23.71694	-66.510	0.001
23.71699	-66.745	0.017
23.71704	-66.556	0.021
23.71709	-66.537	0.026
23.71714	-66.495	0.027
23.71719	-66.504	0.017
23.71724	-66.531	0.008
23.71729	-66.476	0.008
23.71734	-67.004	0.020
23.71739	-67.294	0.021
23.71744	-67.285	0.020
23.71749	-67.297	0.016
23.71754	-67.413	0.000
23.71759	-67.221	-0.006
23.71764	-67.264	-0.000
23.71769	-67.151	0.016
23.71774	-67.178	0.019
23.71779	-67.212	0.016
23.71784	-67.227	0.011
23.71789	-67.072	-0.008
23.71794	-67.148	-0.009
23.71799	-66.992	-0.002
23.71804	-66.745	0.007
23.71809	-66.818	0.012
23.71814	-66.791	0.012
23.71819	-66.882	0.003
23.71824	-66.849	-0.008
23.71829	-66.843	-0.010
23.71834	-66.980	0.002
23.71839	-66.519	0.009
23.71844	-66.531	0.005
23.71849	-66.595	0.011
23.71854	-66.531	-0.000
23.71859	-66.571	-0.009
23.71864	-66.534	-0.010
23.71869	-66.977	-0.006
23.71874	-67.184	-0.002
23.71879	-67.224	0.001
23.71884	-67.197	-0.003
23.71889	-67.221	-0.011
23.71894	-67.200	-0.010
23.71899	-67.151	-0.007
23.71904	-66.647	0.010
23.71909	-66.742	0.014
23.71914	-66.641	0.007
23.71919	-66.650	-0.000
23.71924	-66.635	-0.025
23.71929	-66.644	-0.032
23.71934	-66.785	-0.020
23.71939	-67.020	-0.010
23.71944	-67.014	-0.004
23.71949	-66.959	-0.013
23.71954	-67.023	-0.019
23.71959	-66.980	-0.034
23.71964	-66.959	-0.033
23.71969	-66.721	-0.012
23.71974	-66.534	-0.008
23.71979	-66.550	0.003
23.71984	-66.531	0.001
23.71989	-66.510	-0.014
23.71994	-66.580	-0.014
23.71999	-66.580	-0.018
23.72004	-66.888	-0.002
23.72009	-67.130	0.002
23.72014	-67.102	0.005
23.72019	-67.136	0.003
23.72024	-67.136	-0.007
23.72029	-67.099	-0.010
23.72034	-66.998	-0.003
23.72039	-66.562	0.000
23.72044	-66.473	0.009
23.72049	-66.422	0.011
23.72054	-66.501	0.010
23.72059	-66.544	0.002
23.72064	-66.464	-0.006
23.72069	-66.702	0.009
23.72074	-66.595	0.007
23.72079	-66.592	0.003
23.72084	-66.589	-0.001
23.72089	-66.702	-0.014
23.72094	-66.629	-0.024
23.72099	-66.656	-0.019
23.72104	-66.614	-0.008
23.72109	-66.785	0.006
23.72114	-66.748	0.009
23.72119	-66.751	0.010
23.72124	-66.736	-0.001
23.72129	-66.702	-0.025
23.72134	-66.776	-0.017
23.72139	-66.669	-0.021
23.72144	-66.602	-0.006
23.72149	-66.547	-0.000
23.72154	-66.592	-0.002
23.72159	-66.547	-0.012
23.72164	-66.592	-0.019
23.72169	-66.852	-0.004
23.72174	-66.791	0.006
23.72179	-66.824	0.004
23.72184	-66.824	0.008
23.72189	-66.779	-0.002
23.72194	-66.708	0.025
23.72199	-66.776	0.026
23.72204	-66.547	0.037
23.72209	-66.864	0.042
23.72214	-66.919	0.013
23.72219	-66.928	0.012
23.72224	-66.910	0.010
23.72229	-66.949	0.002
23.72234	-66.916	0.001
23.72239	-66.406	0.013
23.72244	-66.205	0.017
23.72249	-66.147	0.021
23.72254	-66.205	0.014
23.72259	-66.180	0.006
23.72264	-66.183	0.002
23.72269	-66.318	0.009
23.72274	-67.056	0.017
23.72279	-67.105	0.010
23.72284	-67.136	-0.007
23.72289	-67.133	-0.018
23.72294	-67.133	-0.033
23.72299	-67.154	-0.036
23.72304	-66.959	-0.012
23.72309	-66.653	0.007
23.72314	-66.605	0.001
23.72319	-66.583	-0.000
23.72324	-66.489	-0.013
23.72329	-66.489	-0.036
23.72334	-66.452	-0.033
23.72339	-66.708	-0.015
23.72344	-67.157	-0.002
23.72349	-67.148	0.004
23.72354	-67.245	0.023
23.72359	-67.078	0.018
23.72364	-67.126	0.008
23.72369	-67.062	0.018
23.72374	-66.592	0.017
23.72379	-66.614	0.025
23.72384	-66.550	0.029
23.72389	-66.599	0.022
23.72394	-66.544	0.005
23.72399	-66.556	-0.004
23.72404	-66.699	0.005
23.72409	-66.443	0.014
23.72414	-66.364	0.019
23.72419	-66.388	0.024
23.72424	-66.418	0.012
23.72429	-66.483	0.001
23.72434	-66.464	-0.003
23.72439	-66.617	0.003
23.72444	-66.968	0.011
23.72449	-66.971	0.006
23.72454	-67.093	0.010
23.72459	-67.001	-0.003
23.72464	-67.032	-0.017
23.72469	-66.971	-0.006
23.72474	-66.763	-0.002
23.72479	-66.562	0.004
23.72484	-66.559	0.005
23.72489	-66.605	0.005
23.72494	-66.473	-0.013
23.72499	-66.528	-0.006
23.72504	-66.550	0.004
23.72509	-66.699	0.012
23.72514	-66.779	0.018
23.72519	-66.873	0.008
23.72524	-66.843	-0.013
23.72529	-66.885	-0.029
23.72534	-66.815	-0.030
23.72539	-66.818	-0.012
23.72544	-66.965	0.011
23.72549	-66.867	0.007
23.72554	-66.977	0.007
23.72559	-67.032	-0.003
23.72564	-66.931	-0.003
23.72569	-66.922	0.011
23.72574	-66.556	0.024
23.72579	-67.010	0.027
23.72584	-67.041	0.032
23.72589	-67.117	0.021
23.72594	-66.998	0.004
23.72599	-67.059	-0.005
23.72604	-67.041	-0.017
23.72609	-66.739	-0.012
23.72614	-66.812	-0.005
23.72619	-66.837	-0.001
23.72624	-66.791	0.008
23.72629	-66.724	0.021
23.72634	-66.791	0.025
23.72639	-66.705	0.034
23.72644	-66.586	0.033
23.72649	-66.589	0.015
23.72654	-66.592	0.009
23.72659	-66.678	-0.002
23.72664	-66.653	-0.004
23.72669	-66.644	-0.008
23.72674	-66.574	0.003
23.72679	-66.397	0.020
23.72684	-66.425	0.021
23.72689	-66.464	0.027
23.72694	-66.525	0.017
23.72699	-66.495	0.010
23.72704	-66.397	0.005
23.72709	-66.473	0.019
23.72714	-66.702	0.022
23.72719	-66.690	0.012
23.72724	-66.736	0.005
23.72729	-66.733	-0.017
23.72734	-66.681	-0.027
23.72739	-66.733	-0.021
23.72744	-67.032	-0.013
23.72749	-67.340	0.000
23.72754	-67.300	0.007
23.72759	-67.310	0.013
23.72764	-67.291	0.006
23.72769	-67.224	0.007
23.72774	-66.898	0.011
23.72779	-66.711	0.015
23.72784	-66.785	0.009
23.72789	-66.739	0.009
23.72794	-66.782	0.006
23.72799	-66.785	-0.002
23.72804	-66.757	0.005
23.72809	-66.577	0.017
23.72814	-66.656	0.022
23.72819	-66.656	0.019
23.72824	-66.641	0.018
23.72829	-66.681	0.016
23.72834	-66.635	0.009
23.72839	-66.525	0.022
23.72844	-66.858	0.032
23.72849	-66.977	0.021
23.72854	-67.001	0.015
23.72859	-66.989	0.001
23.72864	-67.047	-0.016
23.72869	-66.998	-0.023
23.72874	-66.989	-0.014
23.72879	-66.891	-0.002
23.72884	-66.907	-0.006
23.72889	-66.916	-0.002
23.72894	-66.870	-0.011
23.72899	-66.928	-0.028
23.72904	-66.898	-0.025
23.72909	-66.873	-0.008
23.72914	-67.035	0.003
23.72919	-67.044	0.008
23.72924	-67.010	0.005
23.72929	-67.056	0.005
23.72934	-67.007	-0.009
23.72939	-67.062	-0.010
23.72944	-66.788	0.007
23.72949	-66.928	0.010
23.72954	-66.962	0.013
23.72959	-67.007	0.021
23.72964	-66.956	0.014
23.72969	-66.965	0.011
23.72974	-66.949	0.011
23.72979	-66.718	0.020
23.72984	-66.782	0.012
23.72989	-66.809	0.003
23.72994	-66.833	-0.004
23.72999	-66.797	-0.006
23.73004	-66.702	-0.011
23.73009	-66.614	0.002
23.73014	-66.562	0.011
23.73019	-66.577	0.005
23.73024	-66.605	0.009
23.73029	-66.620	0.017
23.73034	-66.626	0.014
23.73039	-66.605	0.021
23.73044	-66.415	0.031
23.73049	-66.763	0.022
23.73054	-66.779	0.014
23.73059	-66.708	0.006
23.73064	-66.751	-0.009
23.73069	-66.806	0.005
23.73074	-66.803	0.008
23.73079	-66.394	0.023
23.73084	-66.516	0.034
23.73089	-66.553	0.017
23.73094	-66.528	0.015
23.73099	-66.553	-0.002
23.73104	-66.476	-0.001
23.73109	-66.528	-0.001
23.73114	-66.736	0.005
23.73119	-66.696	0.020
23.73124	-66.693	0.020
23.73129	-66.663	0.022
23.73134	-66.684	0.013
23.73139	-66.681	0.011
23.73144	-66.724	0.013
23.73149	-66.885	0.010
23.73154	-66.910	0.014
23.73159	-66.815	0.015
23.73164	-66.913	0.012
23.73169	-66.922	0.008
23.73174	-66.907	0.010
23.73179	-66.891	0.020
23.73184	-66.913	0.019
23.73189	-66.968	0.015
23.73194	-66.956	0.007
23.73199	-66.931	-0.005
23.73204	-67.075	-0.007
23.73209	-66.901	-0.002
23.73214	-66.846	0.018
23.73219	-66.940	0.019
23.73224	-66.959	0.015
23.73229	-66.946	0.012
23.73234	-66.882	-0.007
23.73239	-66.968	-0.009
23.73244	-66.772	0.005
23.73249	-66.827	0.018
23.73254	-66.867	0.014
23.73259	-66.843	0.009
23.73264	-66.879	-0.009
23.73269	-66.925	-0.028
23.73274	-66.904	-0.027
23.73279	-66.708	-0.011
23.73284	-66.800	0.001
23.73289	-66.788	0.003
23.73294	-66.779	0.002
23.73299	-66.812	-0.013
23.73304	-66.827	-0.021
23.73309	-66.818	-0.022
23.73314	-66.666	-0.007
23.73319	-66.803	0.003
23.73324	-66.803	0.005
23.73329	-66.840	0.006
23.73334	-66.840	-0.001
23.73339	-66.965	-0.005
23.73344	-66.925	-0.003
23.73349	-66.757	0.006
23.73354	-66.751	0.008
23.73359	-66.638	0.004
23.73364	-66.785	0.010
23.73369	-66.806	0.009
23.73374	-66.818	0.008
23.73379	-66.800	0.016
23.73384	-66.696	0.014
23.73389	-66.824	0.005
23.73394	-66.800	-0.004
23.73399	-66.946	-0.010
23.73404	-66.858	-0.023
23.73409	-66.879	-0.025
23.73414	-66.718	-0.006
23.73419	-66.507	0.011
23.73424	-66.409	0.014
23.73429	-66.486	0.011
23.73434	-66.519	-0.008
23.73439	-66.467	-0.029
23.73444	-66.467	-0.030
23.73449	-66.843	-0.002
23.73454	-66.846	0.004
23.73459	-66.818	0.013
23.73464	-66.785	0.016
23.73469	-66.858	0.001
23.73474	-66.849	-0.003
23.73479	-66.751	0.018
23.73484	-66.925	0.012
23.73489	-66.995	0.007
23.73494	-66.989	0.004
23.73499	-67.020	-0.022
23.73504	-66.959	0.002
23.73509	-66.980	-0.004
23.73514	-66.699	0.010
23.73519	-66.797	0.025
23.73524	-66.800	0.001
23.73529	-66.763	0.011
23.73534	-66.721	0.003
23.73539	-66.754	-0.005
23.73544	-66.830	-0.008
23.73549	-66.922	-0.001
23.73554	-66.562	-0.006
23.73559	-66.580	0.002
23.73564	-66.470	0.004
23.73569	-66.507	-0.002
23.73574	-66.513	0.009
23.73579	-66.489	0.014
23.73584	-66.391	0.022
23.73589	-66.342	0.027
23.73594	-66.302	0.016
23.73599	-66.196	0.007
23.73604	-66.336	-0.010
23.73609	-66.281	-0.013
23.73614	-66.528	0.004
23.73619	-67.065	0.019
23.73624	-67.242	0.020
23.73629	-67.264	0.015
23.73634	-67.215	0.003
23.73639	-67.175	-0.020
23.73644	-67.194	-0.025
23.73649	-66.681	-0.018
23.73654	-66.522	-0.006
23.73659	-66.614	-0.001
23.73664	-66.534	0.004
23.73669	-66.519	0.003
23.73674	-66.476	-0.010
23.73679	-66.498	-0.004
23.73684	-66.693	0.006
23.73689	-67.154	0.010
23.73694	-67.184	0.016
23.73699	-67.136	0.010
23.73704	-67.117	-0.000
23.73709	-67.117	-0.009
23.73714	-66.956	0.006
23.73719	-66.736	0.010
23.73724	-66.626	0.016
23.73729	-66.663	0.016
23.73734	-66.589	0.006
23.73739	-66.660	-0.012
23.73744	-66.711	-0.012
23.73749	-66.589	0.001
23.73754	-66.681	0.008
23.73759	-66.605	0.012
23.73764	-66.718	0.001
23.73769	-66.742	-0.004
23.73774	-66.763	-0.008
23.73779	-66.751	-0.007
23.73784	-66.476	0.009
23.73789	-66.486	0.014
23.73794	-66.513	0.016
23.73799	-66.501	0.013
23.73804	-66.617	0.012
23.73809	-66.483	0.005
23.73814	-66.541	0.005
23.73819	-66.812	0.012
23.73824	-66.879	0.010
23.73829	-66.867	0.006
23.73834	-66.895	0.002
23.73839	-66.949	-0.015
23.73844	-66.907	-0.028
23.73849	-66.769	-0.013
23.73854	-66.296	-0.004
23.73859	-66.229	0.007
23.73864	-66.153	0.012
23.73869	-66.257	-0.001
23.73874	-66.241	-0.018
23.73879	-66.290	-0.030
23.73884	-66.440	-0.024
23.73889	-66.031	-0.017
23.73894	-66.000	-0.012
23.73899	-65.964	-0.002
23.73904	-65.970	-0.003
23.73909	-65.897	-0.003
23.73914	-65.973	-0.000
23.73919	-66.397	0.001
23.73924	-66.251	0.009
23.73929	-66.269	0.002
23.73934	-66.263	0.001
23.73939	-66.284	0.047
23.73944	-66.238	0.059
23.73949	-66.348	0.063
23.73954	-66.177	0.070
23.73959	-66.232	0.073
23.73964	-66.232	-0.005
23.73969	-66.263	-0.002
23.73974	-66.168	-0.012
23.73979	-66.205	-0.018
23.73984	-66.312	0.003
23.73989	-66.718	0.022
23.73994	-66.760	0.019
23.73999	-66.769	0.017
23.74004	-66.809	0.000
23.74009	-66.760	-0.025
23.74014	-66.833	-0.024
23.74019	-66.467	-0.012
23.74024	-66.309	0.009
23.74029	-66.348	0.009
23.74034	-66.321	0.016
23.74039	-66.376	0.006
23.74044	-66.360	-0.012
23.74049	-66.440	-0.005
23.74054	-66.440	0.007
23.74059	-66.589	0.011
23.74064	-66.531	0.014
23.74069	-66.562	0.009
23.74074	-66.464	-0.017
23.74079	-66.470	-0.017
23.74084	-66.443	-0.011
23.74089	-66.443	0.005
23.74094	-66.455	0.008
23.74099	-66.440	0.012
23.74104	-66.495	0.006
23.74109	-66.449	-0.012
23.74114	-66.458	-0.015
23.74119	-66.455	-0.003
23.74124	-66.428	0.000
23.74129	-66.473	0.006
23.74134	-66.440	0.008
23.74139	-66.446	-0.004
23.74144	-66.483	-0.008
23.74149	-66.479	-0.011
23.74154	-66.571	0.001
23.74159	-66.711	0.013
23.74164	-66.653	0.014
23.74169	-66.699	0.015
23.74174	-66.684	0.006
23.74179	-66.705	-0.001
23.74184	-66.684	0.006
23.74189	-66.241	0.021
23.74194	-66.199	0.025
23.74199	-66.113	0.028
23.74204	-66.208	0.033
23.74209	-66.174	0.013
23.74214	-66.190	0.004
23.74219	-66.290	0.001
