"Im"	"0 Desc."	"Im"	"1 Asc."
4.059864	22.825839	5.051932	87.336245
		5.099828	80.906149
		5.087042	95.328885
		5.120930	87.336245
		5.113060	87.642419
		5.126129	95.328885
		5.163641	87.336245
		5.169422	87.642419
		5.196929	95.328885
		5.173723	87.336245
		5.171671	87.680842
		5.220789	95.283468
		5.212815	87.336245
		5.245311	95.693780
		5.259328	87.336245
		5.251284	87.489064
		5.264223	95.510984
		5.314932	80.645161
		5.305139	95.556617
		5.353951	95.374344
		5.344396	87.336245
		5.322649	95.648015
		5.354486	87.374399
		5.363674	87.336245
		5.376292	95.648015
		5.391337	87.374399
		5.352194	95.419847
		5.405786	87.565674
		5.406266	95.238095
		5.427251	87.604030
		5.434096	87.450809
		5.469083	95.238095
		5.451432	87.642419
		5.510641	87.412587
		5.447874	95.238095
		5.497698	87.680842
		5.489848	95.283468
		5.511113	87.336245
		5.528079	95.693780
		5.527701	87.336245
		5.569411	87.412587
		5.569988	95.602294
		5.566968	87.336245
		5.589616	95.510984
		5.616864	87.450809
		5.608792	95.283468
		5.613904	95.602294
		5.604104	87.412587
		5.638727	95.238095
		5.661119	87.604030
		5.659048	95.374344
		5.699114	87.336245
		5.696799	95.648015
		5.727416	87.374399
		5.706442	87.336245
		5.737105	95.648015
		5.763964	87.374399
		5.755895	95.238095
		5.780385	87.680842
		5.780563	95.283468
		5.778751	87.374399
		5.793691	87.642419
		5.827146	95.283468
		5.837738	87.374399
		5.812212	95.648015
		5.833056	80.645161
		5.854158	95.328885
		5.853550	87.642419
		5.877751	87.336245
		5.904317	95.328885
		5.911777	87.642419
		5.913197	87.336245
		5.957361	87.527352
		5.936558	95.419847
		5.965425	80.677693
		5.954501	95.602294
		5.981436	87.412587
		6.001820	87.336245
		6.019822	95.648015
		6.019310	80.677693
		6.015438	95.238095
		6.041627	80.938891
		6.038727	95.283468
		6.059986	87.412587
		6.068743	87.642419
		6.094335	87.336245
		6.100214	87.527352
		6.095407	87.527352
		6.114598	95.238095
		6.131600	80.873433
		6.150681	95.374344
		6.132327	87.298123
		6.155076	87.719298
