"Im"	"0 Desc."	"Im"	"1 Asc."
7.181321	126.230750	3.450976	17.212593
7.148489	86.760368	3.542254	22.388895
7.142015	170.183799	3.612783	25.798462
7.107728	86.805556	3.653068	30.362836
7.117592	169.894665	3.751707	32.240384
7.068647	86.132644	3.804002	34.373711
7.067578	168.406871	3.872934	36.798528
7.025033	74.738416	3.908224	39.701445
7.038942	170.590242	3.971492	42.879808
7.003796	73.964497	4.008372	42.984869
6.982976	170.677590	4.071031	43.092304
6.950173	73.757191	4.102835	46.823056
6.940844	170.241743	4.149868	46.948357
6.920227	74.024724	4.186746	51.384821
6.886673	169.147497	4.241588	51.493306
6.881693	74.057617	4.287018	51.442975
6.872868	166.251039	4.300259	51.765193
6.837934	74.415836	4.353714	57.178798
6.834978	161.969550	4.380129	51.794686
6.787814	66.498205	4.420250	57.093919
6.782384	167.504188	4.457645	57.329588
6.758175	65.155069	4.478136	57.398691
6.737398	167.728950	4.528737	63.910015
6.710061	65.061809	4.569965	57.517543
6.705635	167.504188	4.581364	64.416388
6.656840	65.019506	4.629817	64.234327
6.652310	166.030217	4.666013	64.511967
6.608087	65.099928	4.693731	57.610324
6.610291	164.853281	4.723978	72.928821
6.575433	65.449310	4.771516	64.632885
6.561307	129.853266	4.776051	73.030015
6.523785	64.213703	4.820463	64.956155
6.510975	159.821000	4.852957	73.292290
6.487899	59.133109	4.873337	64.867670
6.458745	164.527805	4.904263	73.626859
6.423024	58.186896	4.932561	73.286918
6.408479	165.234633	4.955869	73.249341
6.393311	57.960934	4.976514	73.969968
6.357776	166.777852	5.014132	73.811633
6.319947	58.021468	5.051954	84.731401
6.328893	164.122764	5.050524	65.393670
6.292506	57.954216	5.088597	85.302397
6.289456	162.866450	5.139345	73.540227
6.241145	58.305638	5.155260	74.096028
6.243608	129.015611	5.161862	239.005736
6.193506	57.537399	5.195684	51.797369
6.176948	128.172264	5.214560	104.188373
6.139347	51.902216	5.229717	64.951936
6.134311	155.981906	5.254388	243.961942
6.074617	52.910053	5.304496	51.703635
6.074667	127.242652	5.296253	249.625562
6.025444	52.021016	5.333468	52.153958
6.014442	127.113258	5.346406	252.589038
5.956340	51.650225	5.399553	57.208238
5.957379	86.132644	5.401769	243.249818
5.932456	64.441294	5.440048	52.468650
5.887173	73.416049	5.449311	254.129606
5.852974	64.632885	5.472723	56.963828
5.811941	73.637703	5.492810	255.754476
5.791098	64.487006	5.524219	57.494394
5.770917	64.716542	5.534827	244.678248
5.741412	64.184852	5.570103	57.907233
5.700104	64.437142	5.570753	240.905806
5.670725	64.595310	5.593186	58.373708
5.628576	64.184852	5.613431	250.062516
5.617732	62.617408	5.652305	57.766738
5.566942	66.352598	5.651506	250.689396
5.564800	61.659884	5.700486	57.736721
5.519424	59.808612	5.703565	253.871541
5.497016	62.146542	5.744283	57.441553
5.456883	59.231179	5.772450	255.623722
5.406862	57.286893	5.781224	63.540475
5.383538	62.189055	5.796648	183.452578
5.330849	57.890471	5.824883	62.849601
5.301139	57.477871	5.840651	184.842884
5.278375	57.116747	5.867209	63.532402
5.243541	58.527449	5.873536	253.678336
5.199321	55.340343	5.903911	64.441294
5.190937	52.232959	5.919813	184.877057
5.134602	57.142857	5.943074	63.127328
5.097875	56.895767	5.969185	257.665550
5.044932	51.899523	5.983402	64.603657
4.998782	51.690272	6.004689	254.388196
4.958539	51.480051	6.027937	64.808814
4.936883	51.490654	6.044346	253.807107
4.894853	51.482702	6.054085	64.645420
4.851952	46.926326	6.083878	254.582485
4.808380	47.016785	6.116959	66.141941
4.746454	46.663556	6.119811	232.396003
4.698178	43.123895	6.148659	64.061499
4.662801	46.425255	6.155796	186.185068
4.609738	43.267567	6.188977	64.897138
4.576249	42.753313	6.198017	236.462521
4.508669	39.747208	6.233728	63.726740
4.468909	36.982249	6.224944	255.232261
4.419331	39.274213	6.256310	66.440768
4.354149	34.567389	6.275040	240.558095
4.287595	34.353636	6.322117	64.379064
4.217303	30.381285	6.321297	253.742705
4.163797	30.216045	6.339840	75.346594
4.097454	27.218291	6.354657	232.288037
4.005759	24.577271	6.380507	65.011052
3.929539	21.430715	6.391057	257.532835
3.773855	16.118114	6.448191	73.653974
		6.435342	182.016746
		6.448990	73.827981
		6.484366	233.590283
		6.497967	66.357001
		6.490600	241.080039
		6.525739	65.707340
		6.544464	421.407501
		6.564705	66.028392
		6.588142	245.941958
		6.612453	74.565655
		6.617758	236.406619
		6.643042	66.418704
		6.659104	240.847784
		6.687757	74.460164
		6.687104	171.939477
		6.710358	73.827981
		6.730952	171.291538
		6.759255	73.937153
		6.781262	171.880371
		6.789236	73.664825
		6.829890	237.473284
		6.827654	75.176665
		6.856867	231.320842
		6.898354	76.068766
		6.874567	217.296827
		6.901770	77.948398
		6.922027	172.413793
		6.950993	85.616438
		6.948918	170.881750
		6.975007	86.192036
		6.990094	171.115674
		7.014112	104.134125
		7.038822	101.122459
		7.042800	131.943528
		7.070323	85.962348
		7.082219	170.154841
		7.099269	104.047446
		7.133845	124.812781
		7.134021	86.964084
		7.151359	171.850833
