"Im"	"0 Desc."	"Im"	"1 Asc."
7.181251	107.956386	4.932992	17.623940
7.174348	107.284626	5.032494	19.519051
7.172270	105.831305	5.054626	69.180214
7.152913	104.887770	5.113453	64.325228
7.117905	103.145952	5.129438	66.925445
7.104013	109.613066	5.159331	68.747422
7.070007	101.471334	5.187683	64.288010
7.059472	105.108262	5.230873	68.577699
7.043733	103.444709	5.252598	68.832599
6.992464	103.156592	5.274862	61.888848
7.001212	104.679158	5.318487	74.906367
6.969779	99.443119	5.344849	67.939398
6.956700	104.777871	5.371661	72.690267
6.939930	99.344327	5.390625	77.387401
6.918437	105.152471	5.423802	73.800738
6.895868	100.969305	5.453113	74.172971
6.870742	101.030511	5.468605	79.548166
6.851051	99.049128	5.500314	81.759464
6.829325	97.285728	5.523449	81.886669
6.806931	97.172286	5.574646	79.821201
6.803269	100.341160	5.570533	81.155657
6.770136	94.117647	5.596880	89.944235
6.742263	94.849663	5.613171	81.360345
6.734459	93.720712	5.659950	86.535133
6.703055	100.280786	5.671779	84.118439
6.678103	91.861106	5.697094	83.661006
6.655869	95.075109	5.732800	88.144557
6.637544	91.810503	5.747695	86.505190
6.620367	95.337973	5.768418	88.479915
6.591230	91.491308	5.786002	85.120872
6.569388	90.195725	5.803397	84.731401
6.566119	91.066387	5.842329	90.017103
6.528495	87.397308	5.873384	86.512674
6.506725	93.283582	5.891535	95.374344
6.469552	89.653936	5.903713	88.456435
6.466704	88.378259	5.930844	95.319798
6.437814	85.521252	5.949416	89.903803
6.407282	85.273301	5.979178	91.625435
6.382141	87.054932	5.998477	91.810503
6.341277	82.351972	6.024897	94.321826
6.323155	86.896072	6.054658	87.435516
6.332804	83.640013	6.052537	96.908615
6.288728	82.624143	6.087734	91.810503
6.251104	80.141048	6.124631	94.206312
6.234887	85.251492	6.135559	96.107641
6.214047	81.893375	6.155904	96.833543
6.172587	80.250381	6.172602	95.510984
6.144133	81.214976	6.190404	95.020905
6.133670	82.379109	6.226138	98.145058
6.094884	81.294204	6.214251	90.768812
6.077852	78.597815	6.249855	97.106234
6.053104	78.548425	6.273295	93.668040
6.059541	75.993617	6.290821	98.386462
6.009085	76.074553	6.325756	97.380465
5.988522	75.494489	6.328474	99.000099
5.941976	72.563675	6.358207	98.405826
5.925017	73.524006	6.372506	99.561928
5.895589	72.971395	6.395249	100.948920
5.862863	64.466220	6.409680	99.552016
5.831866	72.542619	6.446213	97.541943
5.793123	70.736366	6.465425	99.770528
5.772022	68.861038	6.487848	101.040719
5.749657	67.604110	6.523728	100.351229
5.713094	64.474533	6.537011	99.970009
5.673189	64.329366	6.549799	100.826780
5.640331	62.558649	6.570086	101.040719
5.584731	40.642146	6.582583	103.199174
5.570577	71.566593	6.610049	102.817191
5.530555	58.944887	6.637588	103.305785
5.476961	38.202934	6.650841	103.145952
5.453738	65.376569	6.676839	105.440742
5.363552	26.592208	6.680152	100.948920
5.245986	17.521113	6.713940	105.130362
		6.718488	102.732690
		6.749093	99.285147
		6.778376	101.430165
		6.786034	105.008926
		6.810724	102.827763
		6.827407	99.552016
		6.851487	102.385584
		6.876744	105.540897
		6.903004	101.245317
		6.907378	107.573150
		6.943258	107.480653
		6.965841	105.329682
		6.972307	105.229927
		6.984791	107.204117
		7.000544	105.674733
		7.026963	101.461039
		7.061346	109.805644
		7.080514	106.997646
		7.090047	103.541106
		7.108445	107.227107
		7.146243	106.089540
		7.146577	108.932462
		7.176354	110.485029
