"Time"	"9 10Vm+hr"	"4 Im"
46.21571	-69.519	0.000
46.21575	-69.420	-0.003
46.21580	-69.344	-0.006
46.21585	-69.344	-0.004
46.21590	-69.504	-0.004
46.21596	-69.542	0.006
46.21600	-69.618	0.017
46.21605	-69.588	0.023
46.21610	-69.366	0.021
46.21616	-69.199	0.016
46.21620	-69.412	0.010
46.21625	-69.580	-0.002
46.21630	-69.664	-0.003
46.21636	-69.725	-0.004
46.21640	-69.725	-0.007
46.21645	-69.687	-0.005
46.21650	-69.565	0.006
46.21656	-69.443	0.010
46.21661	-69.649	0.025
46.21665	-69.733	0.019
46.21670	-69.649	0.017
46.21675	-69.550	0.017
46.21681	-69.534	0.005
46.21685	-69.603	-0.004
46.21690	-69.695	-0.001
46.21695	-69.725	-0.001
46.21701	-69.771	-0.006
46.21705	-69.809	0.005
46.21710	-69.580	-0.002
46.21715	-69.542	-0.006
46.21721	-69.313	0.004
46.21725	-69.145	0.005
46.21730	-69.366	0.007
46.21735	-69.489	0.001
46.21740	-69.664	0.001
46.21746	-69.832	0.001
46.21750	-69.794	-0.001
46.21755	-69.702	-0.011
46.21760	-69.618	-0.019
46.21766	-69.748	-0.024
46.21770	-69.588	-0.033
46.21775	-69.633	-0.034
46.21780	-69.778	-0.038
46.21786	-70.137	-0.031
46.21790	-69.809	-0.029
46.21795	-69.504	-0.005
46.21800	-69.481	0.001
46.21806	-69.313	-0.003
46.21811	-69.344	-0.001
46.21815	-69.565	-0.009
46.21820	-69.511	-0.015
46.21825	-69.572	-0.009
46.21831	-69.710	-0.019
46.21835	-69.748	-0.017
46.21840	-69.489	-0.016
46.21845	-69.313	-0.019
46.21851	-69.557	-0.010
46.21855	-69.748	-0.013
46.21860	-69.778	-0.005
46.21865	-69.878	-0.006
46.21871	-69.702	-0.007
46.21875	-69.565	-0.005
46.21880	-69.641	-0.001
46.21885	-69.565	0.004
46.21890	-69.626	0.006
46.21896	-69.839	0.004
46.21900	-69.672	-0.005
46.21905	-69.489	-0.007
46.21910	-69.489	-0.010
46.21916	-69.702	-0.008
46.21920	-69.847	-0.003
46.21925	-70.267	0.007
46.21930	-70.137	0.007
46.21936	-69.832	0.013
46.21940	-69.832	0.012
46.21945	-69.351	0.015
46.21950	-69.328	0.016
46.21956	-69.611	0.010
46.21961	-69.336	0.003
46.21965	-69.489	0.000
46.21970	-69.473	-0.000
46.21975	-69.420	-0.001
46.21981	-69.473	0.003
46.21985	-69.290	0.006
46.21990	-69.328	0.059
46.21995	-69.977	0.075
46.22001	-69.962	0.064
46.22005	-69.725	0.070
46.22010	-69.756	0.051
46.22015	-69.916	0.006
46.22021	-69.931	0.011
46.22025	-69.778	0.007
46.22030	-69.778	0.001
46.22035	-69.649	-0.007
46.22041	-69.572	-0.012
46.22046	-69.443	-0.006
46.22050	-69.427	0.004
46.22055	-69.740	0.004
46.22060	-69.756	0.011
46.22066	-69.153	0.003
46.22070	-69.092	-0.001
46.22075	-69.855	0.004
46.22080	-69.908	0.004
46.22086	-69.542	-0.003
46.22090	-69.473	-0.002
46.22095	-69.580	-0.002
46.22100	-69.664	-0.008
46.22106	-70.030	0.001
46.22111	-69.778	0.005
46.22115	-69.405	-0.000
46.22120	-69.359	0.001
46.22125	-69.626	-0.000
46.22131	-69.695	-0.006
46.22135	-69.099	-0.007
46.22140	-69.206	0.012
46.22145	-69.527	0.044
46.22151	-69.542	0.039
46.22155	-69.420	0.041
46.22160	-69.427	0.038
46.22165	-69.412	-0.015
46.22171	-69.427	-0.012
46.22175	-69.550	0.003
46.22180	-69.664	0.007
46.22185	-69.473	0.013
46.22191	-69.420	0.006
46.22196	-69.740	-0.008
46.22200	-69.717	-0.014
46.22205	-69.199	-0.020
46.22210	-69.107	-0.014
46.22216	-69.427	-0.003
46.22220	-69.504	0.000
46.22225	-69.481	0.004
46.22230	-69.443	0.003
46.22236	-69.542	0.000
46.22240	-69.618	-0.005
46.22245	-69.740	-0.012
46.22250	-69.908	-0.015
46.22256	-69.855	0.000
46.22260	-69.870	-0.000
46.22265	-69.656	0.015
46.22270	-69.633	0.009
46.22275	-69.374	-0.012
46.22281	-69.351	-0.014
46.22285	-69.313	-0.020
46.22290	-69.298	-0.025
46.22295	-69.199	-0.019
46.22301	-69.168	-0.015
46.22305	-69.611	-0.007
46.22310	-69.649	0.002
46.22315	-69.756	0.008
46.22321	-69.809	0.006
46.22325	-69.687	-0.003
46.22330	-69.717	-0.005
46.22335	-69.611	-0.002
46.22341	-69.679	0.001
46.22346	-69.778	0.002
46.22350	-69.824	-0.004
46.22355	-69.855	-0.003
46.22360	-69.931	-0.017
46.22366	-69.489	-0.020
46.22370	-69.389	-0.008
46.22375	-69.458	0.002
46.22380	-69.389	0.009
46.22386	-69.557	0.024
46.22390	-69.725	0.017
46.22395	-69.786	0.014
46.22400	-69.778	0.007
46.22406	-69.771	0.001
46.22410	-69.878	-0.002
46.22415	-69.527	-0.008
46.22420	-69.542	0.006
46.22425	-69.725	0.009
46.22431	-69.832	0.012
46.22435	-69.717	0.012
46.22440	-69.733	0.003
46.22445	-69.534	0.009
46.22451	-69.435	0.006
46.22455	-69.771	-0.002
46.22460	-69.847	-0.007
46.22465	-69.786	-0.008
46.22471	-69.763	-0.006
46.22475	-69.885	0.011
46.22480	-69.862	0.011
46.22485	-69.839	0.004
46.22491	-69.740	0.004
46.22496	-69.824	-0.000
46.22500	-69.885	0.003
46.22505	-69.878	0.002
46.22510	-70.114	0.005
46.22516	-70.107	0.001
46.22520	-70.099	0.001
46.22525	-69.733	-0.002
46.22530	-69.626	0.003
46.22536	-69.550	0.012
46.22540	-69.618	0.007
46.22545	-69.473	0.019
46.22550	-69.267	0.023
46.22556	-69.450	0.025
46.22560	-69.588	0.024
46.22565	-69.542	0.023
46.22570	-69.572	0.019
46.22575	-69.511	0.017
46.22581	-69.527	0.021
46.22585	-69.603	0.012
46.22590	-69.557	-0.000
46.22595	-69.603	-0.010
46.22601	-69.328	-0.015
46.22605	-69.473	-0.011
46.22610	-69.870	-0.002
46.22615	-69.794	0.006
46.22621	-69.954	0.004
46.22625	-69.839	0.006
46.22630	-69.748	0.008
46.22635	-69.771	0.006
46.22641	-69.740	0.011
46.22646	-69.588	0.014
46.22650	-69.305	0.012
46.22655	-69.359	0.012
46.22660	-69.588	0.009
46.22666	-69.611	0.006
46.22670	-69.748	0.001
46.22675	-69.626	0.006
46.22680	-69.206	0.009
46.22686	-69.344	0.009
46.22690	-69.466	0.010
46.22695	-69.557	0.014
46.22700	-69.740	0.013
46.22706	-69.809	0.012
46.22710	-69.542	0.015
46.22715	-69.481	0.010
46.22720	-69.748	0.011
46.22726	-69.672	0.006
46.22731	-69.679	0.015
46.22735	-69.633	0.005
46.22740	-68.985	0.007
46.22745	-69.092	0.002
46.22751	-69.450	0.005
46.22755	-69.466	0.014
46.22760	-69.595	0.014
46.22765	-69.679	0.013
46.22771	-69.702	0.012
46.22775	-69.664	-0.003
46.22780	-69.679	0.001
46.22785	-69.733	-0.005
46.22791	-69.824	-0.006
46.22795	-69.824	-0.007
46.22800	-69.397	-0.012
46.22805	-69.389	-0.008
46.22810	-69.946	-0.005
46.22816	-69.862	-0.006
46.22820	-69.824	-0.006
46.22825	-69.733	-0.007
46.22830	-69.817	-0.013
46.22836	-69.801	-0.009
46.22840	-69.344	-0.007
46.22845	-69.420	-0.002
46.22850	-70.000	0.006
46.22856	-69.962	0.000
46.22860	-69.679	0.008
46.22865	-69.633	0.005
46.22870	-69.832	-0.004
46.22876	-69.809	-0.005
46.22881	-69.366	-0.008
46.22885	-69.344	-0.001
46.22890	-69.214	0.004
46.22895	-69.214	0.011
46.22901	-69.450	-0.000
46.22905	-69.458	-0.036
46.22910	-69.572	-0.039
46.22915	-69.496	-0.042
46.22921	-69.702	-0.042
46.22925	-69.771	-0.002
46.22930	-69.389	-0.005
46.22935	-69.405	-0.003
46.22941	-70.038	-0.004
46.22945	-70.168	0.005
46.22950	-69.664	0.012
46.22955	-69.641	0.008
46.22960	-69.992	0.011
46.22966	-70.091	0.011
46.22970	-69.565	0.011
46.22975	-69.473	0.006
46.22980	-69.786	0.011
46.22986	-69.839	0.003
46.22990	-69.611	0.004
46.22995	-69.580	0.007
46.23000	-69.443	0.015
46.23006	-69.450	0.014
46.23010	-70.305	0.013
46.23015	-70.427	0.010
46.23020	-70.007	-0.004
46.23026	-69.984	-0.005
46.23031	-69.641	0.001
46.23035	-69.618	0.003
46.23040	-69.374	0.004
46.23045	-69.359	0.006
46.23051	-69.824	-0.004
46.23055	-69.893	-0.010
46.23060	-69.786	-0.001
46.23065	-69.778	-0.001
46.23071	-69.748	0.010
46.23075	-69.702	0.015
46.23080	-69.618	0.012
46.23085	-69.633	0.004
46.23091	-69.649	0.004
46.23095	-69.702	-0.001
46.23100	-69.336	0.005
46.23105	-69.313	0.006
46.23110	-69.382	0.003
46.23116	-69.359	-0.000
46.23120	-69.954	0.000
46.23125	-70.099	0.004
46.23130	-69.450	0.002
46.23136	-69.206	0.008
46.23140	-69.580	0.005
46.23145	-69.679	0.001
46.23150	-69.664	0.002
46.23156	-69.656	0.001
46.23160	-69.893	-0.006
46.23165	-69.984	-0.016
46.23170	-69.832	-0.022
46.23176	-69.763	-0.018
46.23181	-69.679	-0.006
46.23185	-69.641	0.004
46.23190	-69.794	0.017
46.23195	-69.962	0.009
46.23201	-70.122	0.006
46.23205	-70.274	-0.012
46.23210	-69.862	-0.013
46.23215	-69.786	-0.013
46.23221	-69.824	-0.012
46.23225	-69.878	0.010
46.23230	-69.984	0.018
46.23235	-70.038	0.019
46.23241	-69.794	0.010
46.23245	-69.702	0.003
46.23250	-69.717	-0.005
46.23255	-69.695	-0.010
46.23261	-69.847	-0.006
46.23266	-70.007	-0.003
46.23270	-70.114	-0.005
46.23275	-70.160	-0.002
46.23280	-69.862	-0.003
46.23286	-69.702	-0.011
46.23290	-69.878	-0.008
46.23295	-69.908	-0.011
46.23300	-69.817	-0.004
46.23306	-69.824	0.006
46.23310	-69.458	0.003
46.23315	-69.267	0.003
46.23320	-69.565	-0.019
46.23326	-69.885	-0.024
46.23331	-69.817	-0.024
46.23335	-69.862	-0.018
46.23340	-69.771	-0.002
46.23345	-70.030	0.002
46.23351	-69.839	-0.006
46.23355	-69.572	-0.003
46.23360	-69.489	-0.002
46.23365	-69.298	-0.003
46.23371	-69.466	0.002
46.23375	-69.733	-0.004
46.23380	-69.534	-0.003
46.23385	-69.519	0.005
46.23391	-69.519	0.008
46.23395	-69.504	0.009
46.23400	-69.633	0.006
46.23405	-69.878	-0.002
46.23411	-69.801	-0.011
46.23416	-69.710	-0.006
46.23420	-69.748	-0.006
46.23425	-69.771	-0.004
46.23430	-69.771	0.002
46.23436	-69.687	0.007
46.23440	-69.611	0.003
46.23445	-69.412	-0.001
46.23450	-69.458	-0.006
46.23456	-69.519	-0.011
46.23460	-69.633	-0.019
46.23465	-69.679	-0.006
46.23470	-69.595	0.000
46.23476	-69.160	0.006
46.23480	-69.244	0.014
46.23485	-69.374	0.009
46.23490	-69.420	-0.002
46.23495	-69.649	-0.007
46.23501	-69.672	-0.012
46.23505	-69.435	-0.007
46.23510	-69.427	-0.005
46.23515	-69.550	0.005
46.23521	-69.496	-0.001
46.23525	-69.588	-0.006
46.23530	-69.641	-0.013
46.23535	-69.443	-0.014
46.23541	-69.489	-0.014
46.23545	-69.672	-0.007
46.23550	-69.695	-0.004
46.23555	-69.832	0.006
46.23561	-69.839	0.003
46.23566	-70.000	-0.002
46.23570	-69.954	0.004
46.23575	-70.038	0.004
46.23580	-69.992	0.009
46.23586	-69.504	0.015
46.23590	-69.481	0.018
46.23595	-70.168	0.022
46.23600	-70.374	0.014
46.23606	-69.504	0.008
46.23610	-69.504	0.003
46.23615	-69.839	-0.004
46.23620	-69.939	-0.005
46.23626	-69.931	0.011
46.23630	-69.901	0.010
46.23635	-69.756	0.016
46.23640	-69.756	0.015
46.23645	-69.710	0.009
46.23651	-69.710	0.002
46.23655	-69.839	0.006
46.23660	-69.855	0.005
46.23665	-69.603	-0.001
46.23671	-69.611	-0.006
46.23675	-69.847	-0.008
46.23680	-69.916	-0.018
46.23685	-69.801	-0.019
46.23691	-69.878	-0.014
46.23695	-69.450	-0.007
46.23700	-69.389	0.004
46.23705	-69.672	0.014
46.23711	-69.733	0.010
46.23716	-69.641	0.003
46.23720	-69.626	-0.004
46.23725	-69.305	-0.005
46.23730	-69.214	-0.008
46.23736	-69.763	-0.008
46.23740	-69.771	-0.005
46.23745	-69.756	-0.004
46.23750	-69.733	-0.009
46.23756	-69.565	-0.002
46.23760	-69.550	0.007
46.23765	-69.580	-0.003
46.23770	-69.733	-0.001
46.23776	-69.923	0.006
46.23780	-69.977	0.004
46.23785	-70.053	0.015
46.23790	-70.030	0.018
46.23795	-69.824	0.008
46.23801	-69.740	0.000
46.23805	-69.427	-0.013
46.23810	-69.359	-0.026
46.23815	-70.000	0.060
46.23821	-70.107	0.059
46.23825	-69.656	0.077
46.23830	-69.710	0.079
46.23835	-69.801	0.014
46.23841	-69.839	0.016
46.23845	-69.839	0.004
46.23850	-69.817	0.003
46.23855	-69.550	-0.001
46.23861	-69.450	-0.000
46.23866	-69.817	0.016
46.23870	-69.969	0.014
46.23875	-69.885	0.018
46.23880	-69.855	0.014
46.23886	-69.649	0.011
46.23890	-69.550	0.010
46.23895	-69.336	0.015
46.23900	-69.267	0.024
46.23906	-69.611	0.028
46.23910	-69.740	0.036
46.23915	-69.511	0.029
46.23920	-69.481	0.025
46.23926	-69.817	0.025
46.23930	-69.977	0.019
46.23935	-69.588	0.010
46.23940	-69.504	0.019
46.23946	-69.511	0.012
46.23951	-69.481	0.016
46.23955	-69.748	0.022
46.23960	-69.901	0.025
46.23965	-69.633	0.053
46.23971	-69.519	0.049
46.23975	-69.717	0.047
46.23980	-69.832	0.038
46.23985	-69.572	0.012
46.23991	-69.489	0.021
46.23995	-69.649	0.027
46.24000	-69.748	0.025
46.24005	-69.633	0.027
46.24011	-69.542	0.020
46.24016	-69.618	0.019
46.24020	-69.542	0.014
46.24025	-69.725	0.015
46.24030	-69.656	0.017
46.24036	-69.633	0.005
46.24040	-69.565	0.009
46.24045	-69.565	0.002
46.24050	-69.626	-0.001
46.24056	-69.336	0.004
46.24060	-69.214	0.005
46.24065	-69.328	0.008
46.24070	-69.519	0.016
46.24076	-69.542	0.023
46.24080	-69.557	0.022
46.24085	-69.206	0.018
46.24090	-68.909	0.017
46.24096	-69.382	0.013
46.24101	-70.023	0.017
46.24105	-69.847	0.026
46.24110	-69.519	0.022
46.24115	-69.466	0.020
46.24121	-69.366	0.011
46.24125	-69.481	0.005
46.24130	-69.221	0.006
46.24135	-69.412	-0.003
46.24141	-69.572	0.008
46.24145	-69.542	0.014
46.24150	-69.977	0.022
46.24155	-69.748	0.026
46.24161	-69.138	0.018
46.24165	-69.305	0.012
46.24170	-69.496	0.005
46.24175	-69.496	0.010
46.24180	-69.527	0.015
46.24186	-69.611	0.018
46.24190	-69.756	0.017
46.24195	-69.794	0.018
46.24200	-69.168	0.007
46.24206	-69.229	0.005
46.24210	-69.221	0.006
46.24215	-69.275	-0.012
46.24220	-69.252	-0.002
46.24226	-69.397	0.015
46.24230	-69.901	0.021
46.24235	-69.725	0.028
46.24240	-69.786	0.027
46.24246	-69.786	0.014
46.24251	-69.733	0.003
46.24255	-69.611	0.004
46.24260	-69.473	0.014
46.24265	-69.504	0.035
46.24271	-69.420	0.042
46.24275	-69.473	0.048
46.24280	-69.794	0.060
46.24285	-69.763	0.052
46.24291	-69.679	0.043
46.24295	-69.702	0.037
46.24300	-69.626	0.029
46.24305	-69.664	0.023
46.24311	-69.473	0.020
46.24315	-69.496	0.017
46.24320	-69.427	0.016
46.24325	-69.481	0.016
46.24330	-69.695	0.012
46.24336	-69.664	0.013
46.24340	-69.435	0.009
46.24345	-69.504	0.006
46.24350	-69.153	0.014
46.24356	-69.214	0.018
46.24360	-70.175	0.025
46.24365	-70.259	0.024
46.24370	-69.656	0.018
46.24376	-69.717	0.022
46.24380	-69.168	0.023
46.24385	-69.229	0.023
46.24390	-70.290	0.029
46.24396	-70.381	0.026
46.24401	-69.740	0.024
46.24405	-69.664	0.011
46.24410	-69.923	0.017
46.24415	-69.939	0.006
46.24421	-69.923	0.002
46.24425	-69.962	0.001
46.24430	-69.794	0.001
46.24435	-69.786	-0.001
46.24441	-69.267	0.008
46.24445	-69.191	0.004
46.24450	-69.275	0.002
46.24455	-69.305	0.004
46.24461	-69.626	0.004
46.24465	-69.656	0.012
46.24470	-69.542	0.018
46.24475	-69.588	0.010
46.24480	-69.366	0.007
46.24486	-69.313	0.006
46.24490	-69.458	0.008
46.24495	-69.366	0.007
46.24500	-69.305	0.012
46.24506	-69.366	0.016
46.24510	-69.557	0.013
46.24515	-69.557	0.009
46.24520	-69.519	0.016
46.24526	-69.473	0.011
46.24530	-69.984	0.020
46.24535	-70.045	0.031
46.24540	-69.862	0.033
46.24546	-69.778	0.041
46.24551	-69.748	0.031
46.24555	-69.687	0.035
46.24560	-70.053	0.031
46.24565	-70.114	0.022
46.24571	-69.672	0.026
46.24575	-69.641	0.019
46.24580	-69.580	0.024
46.24585	-69.603	0.026
46.24591	-69.916	0.023
46.24595	-69.977	0.024
46.24600	-69.885	0.028
46.24605	-69.939	0.025
46.24611	-69.824	0.015
46.24615	-69.786	0.008
46.24620	-69.847	0.012
46.24625	-69.839	0.008
46.24631	-69.839	0.024
46.24636	-69.839	0.031
46.24640	-69.893	0.036
46.24645	-69.901	0.034
46.24650	-70.030	0.032
46.24656	-70.114	0.029
46.24660	-69.862	0.025
46.24665	-69.763	0.027
46.24670	-69.542	0.034
46.24676	-69.481	0.037
46.24680	-69.603	0.036
46.24685	-69.725	0.032
46.24690	-69.679	0.033
46.24696	-69.565	0.036
46.24700	-69.748	0.037
46.24705	-69.847	0.045
46.24710	-69.466	0.047
46.24715	-69.351	0.031
46.24721	-69.588	0.025
46.24725	-69.611	0.018
46.24730	-69.641	0.013
46.24735	-69.641	0.013
46.24741	-69.611	0.029
46.24745	-69.595	0.028
46.24750	-69.733	0.027
46.24755	-69.748	0.027
46.24761	-69.817	0.018
46.24765	-69.893	0.021
46.24770	-69.862	0.025
46.24775	-69.794	0.026
46.24781	-69.557	0.024
46.24786	-69.420	0.021
46.24790	-69.473	0.018
46.24795	-69.656	0.016
46.24800	-69.588	0.019
46.24806	-69.527	0.019
46.24810	-69.603	0.016
46.24815	-69.565	0.015
46.24820	-69.557	0.010
46.24826	-69.489	0.010
46.24830	-69.572	0.016
46.24835	-69.748	0.011
46.24840	-69.519	0.012
46.24846	-69.450	0.019
46.24850	-69.351	0.011
46.24855	-69.405	0.017
46.24860	-69.519	0.020
46.24865	-69.908	0.022
46.24871	-69.717	0.029
46.24875	-69.801	-0.008
46.24880	-69.695	-0.006
46.24885	-69.672	-0.009
46.24891	-69.572	-0.014
46.24895	-69.511	0.023
46.24900	-69.580	0.021
46.24905	-69.786	0.025
46.24911	-69.603	0.021
46.24915	-69.359	0.019
46.24920	-69.328	0.021
46.24925	-69.328	0.022
46.24931	-69.382	0.022
46.24936	-69.176	0.019
46.24940	-69.283	0.018
46.24945	-69.763	0.012
46.24950	-69.580	0.009
46.24956	-69.260	0.013
46.24960	-69.298	0.018
46.24965	-69.283	0.019
46.24970	-69.344	0.021
46.24976	-69.427	0.015
46.24980	-69.473	0.012
46.24985	-69.603	0.012
46.24990	-68.817	0.009
46.24996	-69.321	0.019
46.25000	-69.374	0.019
46.25005	-69.687	0.027
46.25010	-69.633	0.028
46.25015	-69.687	0.027
46.25021	-69.618	0.024
46.25025	-69.595	0.009
46.25030	-69.534	0.006
46.25035	-69.481	0.018
46.25041	-69.450	0.016
46.25045	-69.214	0.025
46.25050	-69.191	0.044
46.25055	-69.504	0.037
46.25061	-69.511	0.033
46.25065	-69.366	0.019
46.25070	-69.397	0.009
46.25075	-69.695	0.004
46.25081	-69.748	0.014
46.25086	-69.077	0.031
46.25090	-69.107	0.039
46.25095	-69.862	0.048
46.25100	-69.878	0.045
46.25106	-69.214	0.040
46.25110	-69.221	0.040
46.25115	-69.344	0.042
46.25120	-69.389	0.029
46.25126	-69.473	0.030
46.25130	-69.496	0.028
46.25135	-69.290	0.018
46.25140	-69.374	0.020
46.25146	-69.328	0.018
46.25150	-69.275	0.018
46.25155	-69.092	0.030
46.25160	-69.145	0.042
46.25166	-69.237	0.057
46.25171	-69.176	0.062
46.25175	-68.291	0.058
46.25180	-68.207	0.038
46.25185	-68.474	0.022
46.25191	-68.428	0.017
46.25195	-69.145	0.012
46.25200	-69.168	0.027
46.25205	-69.084	0.044
46.25211	-69.092	0.045
46.25215	-68.794	0.039
46.25220	-68.733	0.031
46.25225	-69.122	0.023
46.25231	-69.176	0.014
46.25236	-69.443	0.018
46.25240	-69.473	0.026
46.25245	-68.840	0.033
46.25250	-68.733	0.033
46.25256	-68.886	0.040
46.25260	-68.871	0.029
46.25265	-69.153	0.026
46.25270	-69.252	0.028
46.25276	-68.863	0.035
46.25280	-68.802	0.039
46.25285	-68.642	0.036
46.25290	-68.657	0.043
46.25296	-69.130	0.036
46.25300	-69.130	0.029
46.25305	-69.023	0.031
46.25310	-69.122	0.028
46.25316	-68.817	0.036
46.25321	-68.756	0.037
46.25325	-68.802	0.041
46.25330	-68.794	0.032
46.25335	-68.878	0.031
46.25341	-68.840	0.029
46.25345	-69.138	0.032
46.25350	-69.214	0.038
46.25355	-69.145	0.048
46.25361	-69.160	0.048
46.25365	-69.191	0.049
46.25370	-69.237	0.048
46.25375	-69.221	0.051
46.25381	-69.290	0.054
46.25385	-68.893	0.050
46.25390	-68.810	0.042
46.25395	-68.947	0.046
46.25400	-68.947	0.041
46.25406	-69.206	0.044
46.25410	-69.298	0.042
46.25415	-68.962	0.044
46.25420	-68.977	0.035
46.25426	-69.366	0.033
46.25430	-69.588	0.038
46.25435	-69.305	0.035
46.25440	-69.199	0.041
46.25446	-69.275	0.051
46.25450	-69.328	0.049
46.25455	-69.557	0.047
46.25460	-69.702	0.039
46.25466	-69.443	0.017
46.25471	-69.366	0.018
46.25475	-69.206	0.029
46.25480	-69.206	0.018
46.25485	-69.336	0.042
46.25491	-69.519	0.040
46.25495	-69.412	0.030
46.25500	-69.313	0.039
46.25505	-69.313	0.042
46.25511	-69.206	0.043
46.25515	-69.275	0.046
46.25520	-69.290	0.050
46.25525	-69.397	0.047
46.25531	-69.580	0.046
46.25535	-69.641	0.042
46.25540	-69.649	0.039
46.25545	-69.801	0.039
46.25550	-69.916	0.041
46.25556	-69.717	0.042
46.25560	-69.786	0.048
46.25565	-69.908	0.037
46.25570	-70.023	0.036
46.25576	-69.901	0.037
46.25580	-69.702	0.041
46.25585	-69.977	0.046
46.25590	-70.236	0.039
46.25596	-70.122	0.041
46.25600	-70.107	0.041
46.25605	-70.023	0.041
46.25610	-70.107	0.046
46.25616	-69.962	0.036
46.25621	-69.565	0.032
46.25625	-69.611	0.023
46.25630	-69.664	0.025
46.25635	-69.801	0.035
46.25641	-70.076	0.043
46.25645	-69.939	0.050
46.25650	-69.901	0.057
46.25655	-69.809	0.050
46.25661	-69.702	0.047
46.25665	-69.580	0.042
46.25670	-69.725	0.039
46.25675	-69.611	0.042
46.25681	-69.283	0.038
46.25685	-69.519	0.048
46.25690	-69.778	0.052
46.25695	-69.717	0.056
46.25700	-69.794	0.050
46.25706	-69.878	0.041
46.25710	-70.061	0.036
46.25715	-69.962	0.045
46.25720	-69.489	0.063
46.25726	-69.649	0.069
46.25730	-69.633	0.073
46.25735	-69.443	0.062
46.25740	-68.985	0.045
46.25746	-69.145	0.039
46.25750	-69.397	0.038
46.25755	-69.458	0.034
46.25760	-69.336	0.051
46.25766	-69.283	0.048
46.25771	-69.443	0.041
46.25775	-69.504	0.041
46.25780	-69.611	0.037
46.25785	-69.588	0.040
46.25791	-69.611	0.047
46.25795	-69.572	0.053
46.25800	-69.138	0.051
46.25805	-69.206	0.038
46.25811	-69.603	0.041
46.25815	-69.641	0.037
46.25820	-70.168	0.035
46.25825	-70.091	0.040
46.25831	-69.572	0.047
46.25835	-69.557	0.050
46.25840	-69.237	0.063
46.25845	-69.237	0.063
46.25851	-69.839	0.065
46.25856	-69.862	0.052
46.25860	-69.878	0.042
46.25865	-69.801	0.036
46.25870	-69.321	0.039
46.25876	-69.305	0.048
46.25880	-69.565	0.057
46.25885	-69.702	0.064
46.25890	-69.550	0.060
46.25896	-69.580	0.051
46.25900	-70.053	0.051
46.25905	-69.763	0.044
46.25910	-69.016	0.052
46.25916	-68.993	0.063
46.25920	-69.618	0.069
46.25925	-69.717	0.076
46.25930	-69.519	0.075
46.25935	-69.504	0.069
46.25941	-69.244	0.095
46.25945	-69.244	0.085
46.25950	-69.336	0.078
46.25955	-69.313	0.094
46.25961	-69.260	0.057
46.25965	-69.237	0.058
46.25970	-69.260	0.064
46.25975	-69.183	0.065
46.25981	-69.550	0.053
46.25985	-69.534	0.055
46.25990	-69.572	0.058
46.25995	-69.595	0.061
46.26001	-69.389	0.067
46.26006	-69.382	0.070
46.26010	-69.420	0.072
46.26015	-69.427	0.063
46.26020	-69.260	0.057
46.26026	-69.199	0.050
46.26030	-69.420	0.042
46.26035	-69.382	0.049
46.26040	-69.077	0.055
46.26046	-69.000	0.052
46.26050	-69.519	0.061
46.26055	-69.611	0.057
46.26060	-69.397	0.052
46.26066	-69.405	0.046
46.26070	-69.458	0.038
46.26075	-69.427	0.038
46.26080	-69.199	0.034
46.26085	-69.199	0.049
46.26091	-69.298	0.102
46.26095	-69.344	0.102
46.26100	-69.138	0.102
46.26105	-69.107	0.093
46.26111	-69.580	0.052
46.26115	-69.618	0.056
46.26120	-69.267	0.066
46.26125	-69.168	0.063
46.26131	-69.122	0.063
46.26135	-69.115	0.057
46.26140	-69.473	0.058
46.26145	-69.534	0.050
46.26151	-69.519	0.059
46.26156	-69.489	0.061
46.26160	-69.580	0.055
46.26165	-69.740	0.059
46.26170	-69.260	0.051
46.26176	-69.145	0.046
46.26180	-69.595	0.050
46.26185	-69.649	0.053
46.26190	-69.672	0.067
46.26196	-69.740	0.071
46.26200	-69.382	0.081
46.26205	-69.267	0.090
46.26210	-69.206	0.077
46.26216	-69.130	0.072
46.26220	-69.221	0.062
46.26225	-69.107	0.055
46.26230	-69.321	0.061
46.26235	-69.351	0.063
46.26241	-69.351	0.079
46.26245	-69.397	0.075
46.26250	-69.221	0.071
46.26255	-69.237	0.074
46.26261	-69.412	0.066
46.26265	-69.557	0.074
46.26270	-69.336	0.076
46.26275	-69.321	0.079
46.26281	-69.420	0.064
46.26285	-69.557	0.059
46.26290	-69.527	0.063
46.26295	-69.649	0.062
46.26301	-69.405	0.064
46.26306	-69.412	0.063
46.26310	-69.344	0.061
46.26315	-69.046	0.059
46.26320	-69.275	0.065
46.26326	-69.481	0.071
46.26330	-69.633	0.059
46.26335	-69.565	0.066
46.26340	-69.618	0.064
46.26346	-69.405	0.068
46.26350	-69.298	0.071
46.26355	-69.237	0.068
46.26360	-69.481	0.059
46.26366	-69.939	0.054
46.26370	-69.756	0.048
46.26375	-69.702	0.053
46.26380	-69.473	0.060
46.26386	-69.252	0.070
46.26391	-69.389	0.067
46.26395	-69.626	0.064
46.26400	-69.496	0.068
46.26405	-69.725	0.057
46.26411	-69.458	0.068
46.26415	-69.191	0.074
46.26420	-69.191	0.072
46.26425	-69.031	0.076
46.26431	-69.115	0.067
46.26435	-69.298	0.067
46.26440	-69.450	0.066
46.26445	-69.527	0.060
46.26451	-69.580	0.052
46.26456	-69.412	0.053
46.26460	-69.466	0.052
46.26465	-69.366	0.060
46.26470	-69.359	0.064
46.26476	-69.618	0.065
