"Time"	"9 10Vm+hr"	"4 Im"
45.73280	-69.389	0.008
45.73286	-69.557	0.006
45.73290	-69.618	-0.006
45.73295	-69.855	-0.015
45.73300	-69.870	-0.010
45.73306	-69.817	-0.014
45.73310	-69.695	-0.004
45.73315	-69.580	0.008
45.73320	-69.511	0.011
45.73326	-69.405	0.022
45.73331	-69.565	0.023
45.73335	-70.061	0.024
45.73340	-69.908	0.013
45.73345	-69.382	0.007
45.73351	-69.443	-0.004
45.73355	-69.412	-0.011
45.73360	-69.534	-0.007
45.73365	-69.778	-0.002
45.73371	-69.679	-0.003
45.73375	-69.405	0.005
45.73380	-69.511	0.004
45.73385	-69.397	0.009
45.73391	-69.412	0.010
45.73395	-69.916	0.016
45.73400	-69.817	-0.001
45.73405	-69.618	-0.008
45.73411	-69.679	-0.005
45.73416	-69.237	-0.018
45.73420	-69.267	-0.007
45.73425	-69.458	0.003
45.73430	-69.595	-0.014
45.73436	-69.862	-0.007
45.73440	-69.862	-0.016
45.73445	-69.855	-0.013
45.73450	-69.824	-0.004
45.73456	-69.626	-0.002
45.73460	-69.611	0.005
45.73465	-69.717	0.003
45.73470	-69.679	0.004
45.73476	-70.076	0.005
45.73480	-70.053	-0.002
45.73485	-69.893	-0.002
45.73490	-69.855	-0.006
45.73495	-69.633	-0.009
45.73501	-69.641	-0.005
45.73505	-69.984	-0.010
45.73510	-70.068	-0.004
45.73515	-70.305	-0.003
45.73521	-70.496	0.005
45.73525	-69.931	-0.001
45.73530	-69.977	-0.004
45.73535	-69.717	0.006
45.73541	-69.885	-0.004
45.73545	-69.794	0.005
45.73550	-69.771	0.006
45.73555	-70.183	0.008
45.73561	-70.229	0.013
45.73566	-69.740	0.020
45.73570	-69.641	0.024
45.73575	-69.290	0.030
45.73580	-69.321	0.018
45.73586	-69.687	0.012
45.73590	-69.763	0.011
45.73595	-70.175	0.007
45.73600	-70.152	0.005
45.73606	-69.664	0.007
45.73610	-69.641	0.007
45.73615	-69.756	0.002
45.73620	-69.763	-0.004
45.73626	-70.396	-0.002
45.73630	-70.465	0.003
45.73635	-69.656	0.004
45.73640	-69.641	0.012
45.73645	-69.901	0.020
45.73651	-69.893	0.013
45.73655	-69.740	0.016
45.73660	-69.695	0.013
45.73665	-69.725	0.013
45.73671	-69.817	0.011
45.73675	-69.733	0.023
45.73680	-69.748	0.021
45.73685	-69.756	0.019
45.73691	-69.763	0.008
45.73695	-70.023	-0.000
45.73700	-70.061	-0.007
45.73705	-69.992	-0.007
45.73711	-70.023	-0.013
45.73716	-69.946	0.040
45.73720	-69.916	0.038
45.73725	-70.206	0.037
45.73730	-70.412	0.039
45.73736	-69.916	-0.006
45.73740	-69.824	-0.013
45.73745	-69.939	-0.012
45.73750	-69.931	-0.014
45.73756	-69.733	-0.020
45.73760	-69.649	-0.027
45.73765	-69.817	-0.018
45.73770	-69.878	-0.022
45.73776	-69.611	-0.014
45.73780	-69.641	-0.008
45.73785	-69.595	-0.003
45.73790	-69.664	0.006
45.73795	-69.832	0.013
45.73801	-69.939	0.019
45.73805	-69.855	0.008
45.73810	-69.893	0.002
45.73815	-69.885	-0.009
45.73821	-70.053	-0.015
45.73825	-69.855	-0.001
45.73830	-69.824	0.005
45.73835	-69.878	0.013
45.73841	-69.809	0.016
45.73845	-69.748	0.005
45.73850	-69.733	-0.000
45.73855	-69.366	-0.005
45.73861	-69.206	0.004
45.73866	-69.450	0.077
45.73870	-69.550	0.078
45.73875	-69.633	0.086
45.73880	-69.611	0.079
45.73886	-69.763	0.007
45.73890	-69.748	0.009
45.73895	-69.412	-0.003
45.73900	-69.351	-0.008
45.73906	-69.809	-0.014
45.73910	-69.809	-0.023
45.73915	-69.801	-0.015
45.73920	-69.656	-0.012
45.73926	-69.580	0.001
45.73930	-69.611	0.010
45.73935	-69.778	0.012
45.73940	-69.923	0.013
45.73946	-70.282	0.012
45.73951	-70.648	0.004
45.73955	-70.244	0.009
45.73960	-70.061	0.007
45.73965	-69.962	-0.008
45.73971	-69.656	-0.016
45.73975	-69.588	-0.012
45.73980	-69.580	-0.004
45.73985	-69.809	0.006
45.73991	-70.236	0.013
45.73995	-70.007	0.001
45.74000	-69.771	-0.008
45.74005	-69.733	-0.017
45.74011	-69.817	-0.010
45.74016	-69.916	-0.012
45.74020	-70.244	-0.008
45.74025	-69.984	-0.000
45.74030	-69.778	-0.001
45.74036	-69.679	0.004
45.74040	-69.397	0.002
45.74045	-69.603	0.007
45.74050	-69.809	0.012
45.74056	-69.946	0.007
45.74060	-70.267	0.018
45.74065	-70.045	0.012
45.74070	-69.733	0.014
45.74076	-69.794	0.010
45.74080	-70.190	-0.001
45.74085	-70.007	-0.003
45.74090	-69.672	-0.003
45.74096	-69.664	0.003
45.74101	-69.733	0.002
45.74105	-69.695	0.007
45.74110	-69.550	0.005
45.74115	-69.626	0.006
45.74121	-69.572	0.005
45.74125	-69.496	0.009
45.74130	-69.733	0.008
45.74135	-69.534	0.003
45.74141	-69.336	0.002
45.74145	-69.389	0.005
45.74150	-69.305	0.006
45.74155	-69.321	0.002
45.74161	-69.702	0.002
45.74165	-69.717	0.000
45.74170	-69.565	0.001
45.74175	-69.603	-0.001
45.74180	-69.633	0.002
45.74186	-69.603	-0.005
45.74190	-69.519	-0.011
45.74195	-69.534	-0.005
45.74200	-69.839	-0.009
45.74206	-69.870	-0.002
45.74210	-69.664	-0.002
45.74215	-69.641	-0.004
45.74220	-69.618	0.006
45.74226	-69.580	0.009
45.74230	-69.733	0.007
45.74235	-69.786	0.005
45.74240	-69.725	0.009
45.74246	-69.923	-0.004
45.74251	-69.595	-0.002
45.74255	-69.672	0.001
45.74260	-69.870	-0.005
45.74265	-70.015	-0.000
45.74271	-69.588	0.000
45.74275	-69.626	-0.013
45.74280	-69.939	-0.011
45.74285	-69.870	-0.020
45.74291	-69.908	-0.015
45.74295	-69.893	-0.010
45.74300	-70.152	-0.007
45.74305	-70.137	0.007
45.74311	-69.687	0.006
45.74315	-69.717	0.016
45.74320	-69.901	0.021
45.74325	-69.901	0.018
45.74330	-69.756	0.025
45.74336	-69.778	0.022
45.74340	-69.756	0.006
45.74345	-69.817	0.009
45.74350	-70.358	0.014
45.74356	-70.435	0.010
45.74360	-69.984	0.015
45.74365	-69.946	0.005
45.74370	-69.786	0.002
45.74376	-69.839	-0.005
45.74380	-70.244	-0.001
45.74385	-70.389	-0.001
45.74390	-70.084	0.002
45.74396	-70.114	0.004
45.74401	-69.763	0.000
45.74405	-69.725	-0.001
45.74410	-69.809	-0.009
45.74415	-69.885	-0.011
45.74421	-69.794	-0.013
45.74425	-69.817	-0.005
45.74430	-69.588	0.010
45.74435	-69.550	-0.004
45.74441	-69.885	0.004
45.74445	-70.000	0.003
45.74450	-69.992	-0.008
45.74455	-70.000	0.001
45.74461	-69.801	0.005
45.74465	-69.847	-0.002
45.74470	-69.946	-0.010
45.74475	-69.962	-0.009
45.74480	-69.611	-0.007
45.74486	-69.580	-0.012
45.74490	-70.084	-0.002
45.74495	-70.168	-0.009
45.74500	-69.588	-0.004
45.74506	-69.389	0.003
45.74510	-69.916	0.007
45.74515	-70.023	0.008
45.74520	-69.794	-0.001
45.74526	-69.756	-0.005
45.74530	-69.916	-0.000
45.74535	-69.977	-0.006
45.74540	-69.862	0.004
45.74546	-69.817	0.010
45.74551	-69.962	0.016
45.74555	-70.053	0.013
45.74560	-69.771	0.010
45.74565	-69.695	-0.002
45.74571	-70.038	-0.002
45.74575	-70.206	-0.003
45.74580	-69.839	-0.005
45.74585	-69.717	0.003
45.74591	-69.763	0.008
45.74595	-69.801	0.014
45.74600	-69.885	0.019
45.74605	-70.000	0.009
45.74611	-69.916	-0.003
45.74615	-69.878	-0.009
45.74620	-69.572	0.007
45.74625	-69.283	0.011
45.74631	-69.588	0.020
45.74636	-69.695	0.024
45.74640	-69.778	0.014
45.74645	-69.733	0.006
45.74650	-69.206	0.007
45.74656	-68.810	0.004
45.74660	-69.466	0.001
45.74665	-69.679	-0.003
45.74670	-69.878	0.001
45.74676	-70.152	0.002
45.74680	-69.626	0.005
45.74685	-69.389	0.007
45.74690	-69.199	0.005
45.74696	-68.932	-0.003
45.74701	-69.176	-0.008
45.74705	-69.130	-0.003
45.74710	-69.412	-0.001
45.74715	-69.504	0.011
45.74721	-69.519	0.015
45.74725	-69.588	0.004
45.74730	-69.466	0.002
45.74735	-69.214	-0.002
45.74741	-69.336	0.003
45.74745	-69.382	0.013
45.74750	-69.542	0.005
45.74755	-69.641	0.002
45.74761	-69.626	-0.002
45.74765	-69.817	-0.007
45.74770	-69.717	-0.016
45.74775	-69.710	-0.015
45.74781	-69.794	-0.009
45.74786	-69.908	-0.004
45.74790	-69.984	0.005
45.74795	-69.984	0.011
45.74800	-69.855	0.007
45.74806	-69.496	0.008
45.74810	-69.496	-0.001
45.74815	-69.565	-0.005
45.74820	-69.595	-0.011
45.74826	-69.740	-0.008
45.74830	-69.695	0.003
45.74835	-69.740	0.017
45.74840	-69.710	0.023
45.74846	-69.168	0.014
45.74850	-69.229	0.005
45.74855	-69.412	-0.002
45.74860	-69.489	-0.012
45.74865	-69.832	-0.014
45.74871	-69.885	-0.005
45.74875	-69.260	-0.003
45.74880	-69.313	0.006
45.74885	-69.878	0.013
45.74891	-69.542	0.002
45.74895	-69.321	-0.007
45.74900	-69.328	-0.014
45.74905	-69.534	-0.015
45.74911	-69.519	-0.011
45.74915	-69.870	0.003
45.74920	-69.847	0.006
45.74925	-69.710	-0.027
45.74931	-69.702	-0.033
45.74936	-69.176	-0.032
45.74940	-69.290	-0.030
45.74945	-69.817	-0.021
45.74950	-69.870	0.002
45.74956	-69.542	-0.001
45.74960	-69.611	-0.003
45.74965	-69.756	0.002
45.74970	-69.832	-0.001
45.74976	-69.862	0.002
45.74980	-69.878	0.001
45.74985	-69.160	-0.009
45.74990	-69.145	-0.013
45.74996	-69.878	-0.016
45.75000	-69.916	-0.030
45.75005	-69.855	-0.025
45.75010	-69.923	-0.027
45.75015	-69.786	-0.026
45.75021	-69.748	-0.015
45.75025	-69.611	-0.008
45.75030	-69.656	-0.004
45.75035	-69.473	-0.002
45.75041	-68.611	-0.006
45.75045	-69.633	-0.006
45.75050	-69.664	-0.010
45.75055	-69.885	-0.005
45.75061	-69.916	-0.006
45.75065	-69.389	-0.012
45.75070	-69.420	-0.012
45.75075	-69.717	-0.022
45.75081	-69.771	-0.045
45.75086	-69.695	-0.037
45.75090	-69.672	-0.042
45.75095	-69.397	-0.040
45.75100	-69.374	-0.003
45.75106	-69.725	-0.003
45.75110	-69.763	0.012
45.75115	-69.214	0.025
45.75120	-69.092	0.027
45.75126	-69.046	0.023
45.75130	-68.993	0.014
45.75135	-69.740	-0.003
45.75140	-69.824	-0.011
45.75146	-69.489	-0.016
45.75150	-69.443	-0.004
45.75155	-69.656	-0.002
45.75160	-69.664	-0.006
45.75166	-69.786	-0.005
45.75171	-69.809	-0.008
45.75175	-69.664	-0.008
45.75180	-69.649	0.002
45.75185	-69.763	0.012
45.75191	-69.794	0.011
45.75195	-69.672	0.013
45.75200	-69.550	0.004
45.75205	-69.633	-0.004
45.75211	-69.550	-0.001
45.75215	-69.679	0.000
45.75220	-69.656	0.004
45.75225	-69.916	0.010
45.75231	-69.962	-0.004
45.75236	-69.855	0.002
45.75240	-69.786	-0.001
45.75245	-69.931	-0.000
45.75250	-69.923	0.000
45.75256	-69.908	-0.003
45.75260	-69.954	-0.005
45.75265	-69.908	0.003
45.75270	-69.931	0.009
45.75276	-69.695	0.013
45.75280	-69.756	0.010
45.75285	-69.420	0.011
45.75290	-69.336	0.003
45.75296	-69.672	-0.005
45.75300	-69.786	-0.007
45.75305	-69.595	0.003
45.75310	-69.473	0.002
45.75316	-69.702	0.009
45.75321	-69.748	0.005
45.75325	-69.832	-0.008
45.75330	-69.870	-0.015
45.75335	-69.824	-0.022
45.75341	-69.824	-0.015
45.75345	-69.832	-0.035
45.75350	-69.748	-0.026
45.75355	-69.984	-0.018
45.75361	-70.129	-0.020
45.75365	-69.977	0.005
45.75370	-69.939	0.006
45.75375	-69.794	0.001
45.75381	-70.007	0.005
45.75385	-69.870	-0.003
45.75390	-69.733	-0.003
45.75395	-69.565	0.017
45.75400	-69.443	0.008
45.75406	-69.771	0.016
45.75410	-69.916	0.014
45.75415	-69.984	0.006
45.75420	-70.091	0.006
45.75426	-69.870	0.001
45.75430	-69.664	0.007
45.75435	-69.878	0.005
45.75440	-70.015	0.010
45.75446	-69.931	0.009
45.75450	-69.977	0.002
45.75455	-69.824	-0.012
45.75460	-69.649	-0.004
45.75466	-69.511	-0.003
45.75471	-69.420	0.006
45.75475	-69.603	0.008
45.75480	-69.626	-0.002
45.75485	-69.695	-0.002
45.75491	-69.908	-0.010
45.75495	-69.740	-0.010
45.75500	-69.725	0.002
45.75505	-69.740	0.004
45.75511	-69.817	0.015
45.75515	-69.672	0.022
45.75520	-69.443	0.019
45.75525	-69.626	0.008
45.75531	-69.733	0.005
45.75535	-69.931	-0.002
45.75540	-70.091	-0.007
45.75545	-69.992	-0.013
45.75550	-70.076	-0.009
45.75556	-69.778	-0.008
45.75560	-69.481	0.003
45.75565	-69.496	0.018
45.75570	-69.176	0.013
45.75576	-69.344	0.015
45.75580	-69.824	0.004
45.75585	-69.885	-0.011
45.75590	-69.748	-0.013
45.75596	-69.717	-0.009
45.75600	-69.595	-0.007
45.75605	-69.595	0.006
45.75610	-69.481	0.018
45.75616	-69.763	0.013
45.75621	-69.908	0.011
45.75625	-69.893	0.010
45.75630	-69.664	0.008
45.75635	-69.740	0.004
45.75641	-69.794	0.009
45.75645	-69.870	0.011
45.75650	-69.717	0.004
45.75655	-69.733	-0.002
45.75661	-69.855	-0.009
45.75665	-69.855	-0.015
45.75670	-70.122	-0.015
45.75675	-69.946	-0.010
45.75681	-69.412	-0.014
45.75685	-69.420	-0.015
45.75690	-69.550	-0.020
45.75695	-69.542	-0.022
45.75700	-70.175	-0.020
45.75706	-70.190	-0.009
45.75710	-69.908	-0.009
45.75715	-69.901	-0.005
45.75720	-69.939	-0.001
45.75726	-69.946	-0.004
45.75730	-70.076	0.002
45.75735	-70.007	-0.002
45.75740	-70.137	0.000
45.75746	-70.152	-0.001
45.75750	-69.885	-0.000
45.75755	-69.839	-0.006
45.75760	-70.084	-0.009
45.75766	-70.152	-0.002
45.75771	-70.038	0.004
45.75775	-70.061	0.007
45.75780	-69.908	-0.000
45.75785	-69.954	-0.005
45.75791	-69.496	-0.018
45.75795	-69.443	-0.017
45.75800	-69.809	-0.001
45.75805	-69.771	-0.007
45.75811	-70.045	-0.004
45.75815	-70.084	-0.003
45.75820	-69.931	-0.010
45.75825	-69.939	-0.013
45.75831	-69.725	-0.006
45.75835	-69.695	-0.011
45.75840	-69.908	-0.008
45.75845	-69.969	-0.016
45.75851	-69.763	-0.012
45.75856	-69.695	-0.010
45.75860	-69.748	-0.002
45.75865	-69.740	0.005
45.75870	-69.855	0.009
45.75876	-69.893	0.002
45.75880	-70.328	-0.003
45.75885	-70.442	-0.003
45.75890	-69.733	0.001
45.75896	-69.641	0.006
45.75900	-69.603	0.011
45.75905	-69.626	0.015
45.75910	-70.442	0.021
45.75916	-70.526	0.022
45.75921	-69.603	0.018
45.75925	-69.412	0.005
45.75930	-70.190	0.001
45.75935	-70.244	-0.004
45.75941	-69.908	-0.006
45.75945	-69.878	0.001
45.75950	-70.206	0.004
45.75955	-70.320	0.004
45.75961	-70.114	0.009
45.75965	-70.137	0.010
45.75970	-69.962	-0.002
45.75975	-69.923	-0.004
45.75981	-70.038	-0.005
45.75985	-70.068	-0.008
45.75990	-69.824	0.018
45.75995	-69.870	0.018
45.76001	-69.870	0.022
45.76006	-69.931	0.024
45.76010	-69.450	0.012
45.76015	-69.344	0.011
45.76020	-69.641	0.026
45.76026	-69.649	0.030
45.76030	-69.939	0.023
45.76035	-70.007	0.020
45.76040	-69.832	0.005
45.76046	-69.756	0.009
45.76050	-69.557	0.012
45.76055	-69.496	0.011
45.76060	-70.122	0.018
45.76066	-70.366	0.001
45.76070	-69.679	-0.005
45.76075	-69.565	-0.009
45.76080	-69.687	-0.021
45.76085	-69.756	-0.018
45.76091	-69.923	-0.014
45.76095	-70.061	-0.012
45.76100	-69.763	-0.004
45.76105	-69.725	-0.008
45.76111	-69.832	-0.003
45.76115	-69.862	-0.003
45.76120	-69.687	-0.005
45.76125	-69.557	-0.000
45.76131	-69.870	-0.010
45.76135	-70.015	-0.002
45.76140	-69.756	0.068
45.76145	-69.534	0.067
45.76151	-69.489	0.072
45.76156	-69.351	0.070
45.76160	-69.382	-0.000
45.76165	-69.344	0.001
45.76170	-69.443	-0.004
45.76176	-69.458	-0.007
45.76180	-69.534	-0.012
45.76185	-69.771	-0.008
45.76190	-69.550	-0.004
45.76196	-69.527	-0.002
45.76200	-69.710	0.001
45.76205	-70.084	-0.005
45.76210	-69.778	-0.013
45.76216	-69.817	-0.003
45.76220	-69.740	0.007
45.76225	-69.740	0.005
45.76230	-69.778	0.012
45.76235	-69.733	0.010
45.76241	-69.908	0.004
45.76245	-70.061	0.015
45.76250	-69.794	0.021
45.76255	-69.565	0.017
45.76261	-69.702	0.011
45.76265	-69.817	0.008
45.76270	-69.565	-0.002
45.76275	-69.397	0.001
45.76281	-69.595	0.004
45.76285	-69.855	0.004
45.76290	-69.687	0.009
45.76295	-69.359	0.017
45.76301	-69.443	0.018
45.76306	-69.443	0.012
45.76310	-69.618	0.007
45.76315	-70.068	-0.006
45.76320	-69.855	-0.012
45.76326	-69.519	-0.017
45.76330	-69.626	-0.026
45.76335	-69.809	-0.025
45.76340	-69.687	-0.019
45.76346	-69.633	-0.009
45.76350	-69.679	-0.004
45.76355	-69.672	-0.007
45.76360	-69.763	-0.014
45.76366	-69.832	-0.015
45.76370	-69.893	-0.020
45.76375	-69.717	-0.005
45.76380	-69.817	-0.001
45.76386	-70.091	0.006
45.76391	-69.916	0.005
45.76395	-69.702	0.003
45.76400	-69.649	-0.001
45.76405	-69.786	-0.004
45.76411	-69.633	-0.004
45.76415	-69.817	0.000
45.76420	-69.817	-0.004
45.76425	-69.946	-0.005
45.76431	-69.862	0.001
45.76435	-69.801	0.003
45.76440	-69.771	0.013
45.76445	-69.527	0.015
45.76451	-69.527	0.018
45.76456	-69.885	0.015
45.76460	-69.923	0.013
45.76465	-69.466	0.008
45.76470	-69.527	0.001
45.76476	-69.595	0.004
45.76480	-69.542	-0.006
45.76485	-69.427	-0.011
45.76490	-69.412	-0.011
45.76496	-69.809	-0.006
45.76500	-69.847	-0.001
45.76505	-69.870	0.013
45.76510	-69.862	0.015
45.76516	-69.557	0.011
45.76520	-69.656	0.006
45.76525	-69.786	0.000
45.76530	-69.862	-0.004
45.76536	-69.618	-0.005
45.76541	-69.603	-0.005
45.76545	-69.656	0.004
45.76550	-69.679	0.007
45.76555	-69.366	0.032
45.76561	-69.405	0.027
45.76565	-69.901	0.019
45.76570	-69.839	0.014
45.76575	-69.756	-0.000
45.76581	-69.801	-0.002
45.76585	-69.656	0.003
45.76590	-69.633	-0.002
45.76595	-69.382	-0.011
45.76601	-69.359	-0.014
45.76605	-70.061	-0.017
45.76610	-70.122	-0.021
45.76615	-69.962	-0.009
45.76620	-69.954	-0.006
45.76626	-69.717	0.002
45.76630	-69.695	0.006
45.76635	-69.656	0.012
45.76640	-69.725	0.012
45.76646	-69.962	0.010
45.76650	-69.992	0.004
45.76655	-69.504	0.000
45.76660	-69.504	0.004
45.76666	-69.794	0.006
45.76670	-69.801	0.003
45.76675	-69.748	0.008
45.76680	-69.725	0.005
45.76686	-69.740	-0.003
45.76691	-69.847	0.009
45.76695	-69.435	0.014
45.76700	-69.359	0.010
45.76705	-69.702	0.020
45.76711	-69.794	0.017
45.76715	-69.847	0.013
45.76720	-69.977	0.010
45.76725	-69.534	0.007
45.76731	-69.511	-0.007
45.76735	-69.290	-0.003
45.76740	-69.206	-0.006
45.76745	-68.680	-0.006
45.76751	-68.649	-0.010
45.76755	-69.153	-0.008
45.76760	-69.237	-0.005
45.76765	-69.435	0.007
45.76770	-69.382	0.003
45.76776	-69.382	0.006
45.76780	-69.321	-0.001
45.76785	-69.313	0.000
45.76790	-69.252	0.001
45.76796	-69.328	0.013
45.76800	-69.382	0.013
45.76805	-69.283	0.007
45.76810	-69.221	0.007
45.76816	-69.595	0.006
45.76820	-69.656	0.013
45.76825	-69.809	0.018
45.76830	-69.817	0.015
45.76836	-69.374	0.014
45.76841	-69.214	0.005
45.76845	-69.397	0.001
45.76850	-69.313	0.003
45.76855	-69.595	0.002
45.76861	-69.672	0.008
45.76865	-69.595	0.010
45.76870	-69.557	0.005
45.76875	-69.344	0.001
45.76881	-69.283	-0.001
45.76885	-69.191	0.006
45.76890	-69.206	0.014
45.76895	-69.656	0.019
45.76901	-69.870	0.019
45.76905	-69.702	0.013
45.76910	-69.618	0.003
45.76915	-69.618	-0.005
45.76920	-69.687	-0.002
45.76926	-69.740	-0.000
45.76930	-69.939	0.010
45.76935	-69.511	0.013
45.76940	-69.260	0.016
45.76946	-69.382	0.018
45.76950	-69.489	0.008
45.76955	-69.489	0.009
45.76960	-69.305	0.004
45.76966	-69.511	-0.006
45.76970	-69.450	-0.005
45.76975	-69.717	-0.010
45.76980	-69.954	-0.015
45.76986	-69.878	-0.008
45.76991	-69.748	0.007
45.76995	-69.832	0.008
45.77000	-70.000	0.015
45.77005	-69.977	0.004
45.77011	-70.023	-0.004
45.77015	-69.710	-0.005
45.77020	-69.412	-0.004
45.77025	-69.450	0.002
45.77031	-69.588	0.008
45.77035	-69.519	0.014
45.77040	-69.244	0.012
45.77045	-69.580	0.004
45.77051	-70.175	-0.004
45.77055	-69.977	-0.011
45.77060	-69.931	-0.008
45.77065	-69.893	0.006
45.77071	-69.954	0.013
45.77076	-69.817	0.004
45.77080	-69.870	0.006
45.77085	-69.870	-0.003
45.77090	-70.061	-0.001
45.77096	-69.794	0.003
45.77100	-69.511	0.010
45.77105	-69.672	0.007
45.77110	-70.251	0.009
45.77116	-70.076	0.007
45.77120	-69.778	0.008
45.77125	-69.542	0.012
45.77130	-69.542	0.006
45.77136	-69.511	0.008
45.77141	-69.664	0.009
45.77145	-69.695	0.004
45.77150	-69.351	0.009
45.77155	-69.435	0.012
45.77161	-69.817	0.001
45.77165	-69.626	-0.011
45.77170	-69.740	-0.021
45.77175	-69.809	-0.036
45.77181	-69.847	-0.016
45.77185	-69.908	-0.004
45.77190	-69.771	0.014
45.77195	-69.786	0.027
45.77201	-70.084	0.002
45.77205	-70.061	-0.003
45.77210	-69.183	-0.020
45.77215	-69.160	-0.025
45.77221	-69.595	-0.014
45.77226	-69.656	0.009
45.77230	-69.511	0.024
45.77235	-69.489	0.030
45.77240	-69.771	0.015
45.77246	-69.717	0.002
45.77250	-69.244	-0.008
45.77255	-69.344	-0.011
45.77260	-69.885	-0.009
45.77266	-69.923	-0.004
45.77270	-69.336	0.003
45.77275	-69.328	0.004
45.77280	-68.901	0.008
45.77286	-68.863	0.006
45.77290	-69.641	0.005
45.77295	-69.664	0.007
45.77300	-69.504	0.009
45.77305	-69.519	0.008
45.77311	-69.618	0.004
45.77315	-68.916	-0.008
45.77320	-69.389	-0.017
45.77325	-69.473	-0.017
45.77331	-69.908	-0.018
45.77335	-69.923	-0.015
45.77340	-69.534	-0.009
45.77345	-69.458	-0.007
45.77351	-69.489	-0.009
45.77355	-69.496	-0.040
45.77360	-69.656	-0.035
45.77365	-69.717	-0.043
45.77371	-69.931	-0.058
45.77376	-70.076	-0.017
45.77380	-70.068	-0.011
45.77385	-70.198	-0.003
45.77390	-69.489	0.012
45.77396	-69.366	0.010
45.77400	-69.557	0.007
45.77405	-69.641	0.009
45.77410	-69.542	0.010
45.77416	-69.542	0.007
45.77420	-69.420	0.007
45.77425	-69.397	-0.004
45.77430	-69.473	-0.010
