"Im"	"0 Desc."	"Im"	"1 Asc."
15.299010	181.983621	4.816370	68.965517
15.249857	174.367916	4.872246	71.994240
15.238330	173.160173	4.906464	73.421439
15.228453	174.978128	5.029478	76.394194
15.160030	171.379606	5.050559	80.128205
15.134732	173.160173	5.126192	83.682008
15.109012	176.991150	5.213389	87.260035
15.082674	170.648464	5.233490	87.719298
15.035878	175.438596	5.306486	87.680842
15.026453	175.746924	5.360062	92.980009
14.984898	177.619893	5.385695	98.716683
14.960651	168.634064	5.478505	97.991181
14.960426	172.711572	5.494956	102.145046
14.906853	169.348010	5.558561	98.522167
14.907969	173.460538	5.613629	104.112441
14.811432	171.673820	5.684959	102.986612
14.820720	168.350168	5.718862	111.049417
14.792293	172.413793	5.738804	103.305785
14.762098	169.779287	5.784243	111.172874
14.722007	169.923534	5.863398	116.890707
14.698361	172.413793	5.883599	106.553010
14.664125	167.785235	5.927955	110.375276
14.626121	165.562914	5.991243	112.359551
14.614577	166.944908	6.037923	112.485939
14.562442	167.224080	6.086535	121.359223
14.530329	164.473684	6.129267	117.577895
14.502507	168.491997	6.153026	113.378685
14.505748	166.805671	6.201967	123.609394
14.423677	168.208579	6.187510	118.906064
14.427629	163.132137	6.280713	119.331742
14.368142	163.265306	6.307653	118.483412
14.344023	165.425972	6.389089	125.078174
14.318603	163.532298	6.414608	124.300808
14.298573	161.550889	6.469890	124.843945
14.268379	168.918919	6.461325	122.624157
14.253784	163.666121	6.527725	124.766064
14.222811	160.513644	6.604848	127.307447
14.167531	162.601626	6.601602	128.617363
14.117457	157.728707	6.647069	128.287364
14.115053	156.372166	6.677991	126.984127
14.076170	164.473684	6.737884	126.903553
14.028237	158.730159	6.782886	129.785853
13.986626	158.227848	6.779756	132.714001
13.996994	163.666121	6.856372	129.617628
13.940808	155.884645	6.878043	137.362637
13.905065	157.109191	6.938005	132.714001
13.901808	159.362550	6.956380	129.282482
13.840985	158.478605	7.017482	133.779264
13.827042	154.798762	7.039726	131.061599
13.806193	156.862745	7.070774	133.511348
13.781605	162.337662	7.106739	138.121547
13.715744	155.642023	7.164462	130.890052
13.693685	153.609831	7.183647	136.986301
13.642383	157.853197	7.215517	136.705400
13.630034	158.227848	7.249706	134.589502
13.596833	159.362550	7.327561	138.026225
13.582535	155.763240	7.363872	133.958473
13.540923	157.977883	7.382754	138.217001
13.496754	153.727902	7.405584	138.888889
13.443863	152.905199	7.473252	139.372822
13.427717	159.235669	7.485632	138.217001
13.385991	153.139357	7.486001	137.362637
13.358522	154.918668	7.521690	141.143260
13.324336	149.700599	7.570525	143.884892
13.313764	150.375940	7.639845	140.350877
13.235961	155.159038	7.665052	146.735143
13.234930	153.846154	7.705771	137.174211
13.207390	149.925037	7.728641	145.772595
13.158067	154.320988	7.787638	142.247511
13.127308	151.400454	7.833943	141.643059
13.099838	150.489090	7.848950	145.560408
13.065882	150.037509	7.857490	146.305779
13.056250	150.715901	7.920551	147.710487
12.984072	147.928994	7.944927	146.627566
12.947959	152.439024	7.989302	141.342756
12.934197	148.038490	8.037202	148.588410
12.864956	145.137881	8.058132	145.772595
12.865872	151.285930	8.074416	145.560408
12.835732	148.478099	8.129405	150.037509
12.760134	149.253731	8.145646	144.717800
12.775411	148.478099	8.216204	152.671756
12.722899	144.822592	8.238656	150.262960
12.711073	150.489090	8.215548	151.515152
12.662413	147.383935	8.314085	150.489090
12.603871	152.322925	8.320040	151.057402
12.577859	141.843972	8.371792	153.727902
12.536259	146.842878	8.400443	150.943396
12.468559	147.167035	8.433344	154.798762
12.505261	145.348837	8.465137	149.142431
12.452863	145.454545	8.488863	152.322925
12.447791	144.822592	8.488644	155.400155
12.375597	144.196107	8.567895	155.520995
