"Im"	"0 Desc."	"Im"	"1 Asc."
6.741856	500.000000	4.469721	128.287364
6.818165	380.083618	4.490386	146.305779
6.697242	237.416904	4.503406	128.090175
6.674935	510.986203	4.516398	128.336756
6.779930	369.003690	4.533503	146.391451
6.681170	242.483026	4.550839	146.241591
6.692476	514.138817	4.555533	128.139416
6.742219	364.564346	4.582738	146.177459
6.682158	247.035573	4.609070	146.563095
6.668193	504.540868	4.613865	128.205128
6.763727	398.247710	4.613924	146.370023
6.649199	231.427910	4.626014	146.348602
6.637239	510.464523	4.646912	128.287364
6.652294	503.271263	4.660964	146.305779
6.625875	205.507604	4.693051	146.284377
6.679121	547.045952	4.680263	128.303823
6.650027	488.042948	4.700739	170.444861
6.592582	205.338809	4.694693	128.139416
6.582496	494.804552	4.722392	146.434324
6.705627	404.694456	4.745847	146.412884
6.645464	309.023486	4.761193	146.220208
6.575085	484.730974	4.786784	128.172264
6.654053	428.632662	4.819118	146.627566
6.585185	225.428314	4.801665	146.241591
6.567586	494.559842	4.833795	146.520147
6.672523	386.847195	4.833766	146.262981
6.575201	237.360551	4.864807	146.327188
6.596113	531.349628	4.868876	128.139416
6.623710	409.500410	4.889396	146.627566
6.544611	223.763706	4.907357	146.305779
6.529381	505.816894	4.916309	146.284377
6.623739	373.831776	4.927092	146.455770
6.549610	244.498778	4.948948	146.284377
6.505955	500.250125	4.962580	146.412884
6.506827	327.118090	4.962478	146.584579
6.534438	213.310580	4.942307	170.299728
6.487267	502.260171	4.990118	128.270908
6.576945	364.697301	5.016421	146.541618
6.498849	246.669956	5.019052	146.284377
6.465120	487.092060	5.039033	146.412884
6.553664	375.939850	5.050267	146.584579
6.469160	196.193840	5.070234	146.498682
6.519645	547.645126	5.077689	170.473917
6.521519	400.962310	5.088777	128.254457
6.455369	225.123818	5.110822	170.532060
6.407267	463.606861	5.104356	146.305779
6.507234	389.408100	5.130310	146.262981
6.420404	198.649186	5.152544	146.692093
6.393098	500.250125	5.163894	146.412884
6.451910	530.222694	5.173369	146.434324
6.386137	203.169443	5.182887	146.391451
6.424401	527.148129	5.215556	146.477223
6.484157	366.703337	5.209394	170.183799
6.401440	243.249818	5.214422	146.391451
6.407834	523.560209	5.255040	146.864444
6.475321	367.782273	5.247309	146.370023
6.374090	238.663484	5.273205	169.952413
6.359631	326.690624	5.278495	147.015584
6.462402	437.254045	5.290091	146.520147
6.359689	221.434898	5.305946	146.284377
6.354850	266.737797	5.300380	146.584579
6.338792	497.760080	5.328340	169.635284
6.358032	448.229494	5.354803	146.929180
6.312590	219.346348	5.363610	146.670578
6.315773	485.672657	5.370585	146.412884
6.390628	440.722785	5.365499	167.476135
6.326701	225.733634	5.394142	358.551452
6.284136	511.247444	5.402977	203.458800
6.359660	262.950302	5.428438	145.985401
6.387794	175.592625	5.403660	168.662506
6.299584	314.663310	5.453201	358.166189
6.300674	493.096647	5.407482	199.123855
6.378319	395.256917	5.458185	357.653791
6.274458	235.183443	5.477644	203.128174
6.373727	275.254611	5.482367	146.670578
6.272133	194.893783	5.479417	146.541618
6.207639	322.684737	5.476714	168.123739
6.289208	80.965104	5.522723	357.015352
6.197670	243.072436	5.464260	196.927924
6.239348	536.768653	5.553720	367.107195
6.277844	390.625000	5.513640	200.040008
6.182483	187.546887	5.544826	543.478261
6.190476	524.109015	5.539638	512.295082
6.272060	373.134328	5.546236	202.142713
6.147839	194.250194	5.567700	147.232038
6.191915	518.672199	5.578381	146.305779
6.173997	505.050505	5.569182	167.757088
6.130575	205.212395	5.605934	359.324470
6.221473	274.574410	5.589353	249.750250
6.121986	163.398693	5.618867	354.861604
6.114764	513.874615	5.635521	169.779287
6.125590	456.621005	5.598246	168.123739
6.201346	186.115764	5.671750	358.294518
6.082735	194.363460	5.610802	249.066002
6.117190	534.473544	5.656433	353.107345
6.076282	446.827525	5.657014	200.481155
6.059570	177.053824	5.659674	355.366027
6.160220	275.254611	5.639823	199.680511
6.067926	162.813416	5.709708	549.148819
6.088780	551.267916	5.712237	516.262261
6.118397	362.713094	5.682170	248.632521
6.039923	193.348801	5.691892	518.672199
6.087181	271.517784	5.735590	541.711809
5.998303	165.289256	5.693621	249.750250
5.998928	312.304809	5.695714	504.032258
6.101699	158.478605	5.752447	555.247085
5.997867	195.083886	5.686428	195.503421
6.009681	531.632111	5.736607	353.481796
6.059817	361.271676	5.777472	548.847420
5.941031	163.800164	5.716713	248.077400
6.023196	267.022697	5.738278	525.762355
5.952991	166.694449	5.763535	523.834468
5.923099	247.892910	5.747172	251.193168
5.902172	174.276751	5.790769	352.858151
6.012646	280.819994	5.751633	199.560966
5.896243	161.498708	5.797918	356.760614
5.972217	271.370421	5.757751	247.524752
5.892203	165.508110	5.826925	356.887937
5.961100	274.423710	5.773679	200.080032
5.875026	163.212012	5.811942	543.183053
5.903393	305.064063	5.819237	518.134715
5.941336	809.716599	5.812262	250.752257
5.839873	295.945546	5.842881	351.123596
5.930597	404.367165	5.813061	199.680511
5.846965	301.023480	5.882656	545.256270
5.889340	297.619048	5.865028	517.866390
5.808222	225.326724	5.844450	249.500998
5.848127	266.169816	5.866728	518.941360
5.796000	167.112299	5.908959	541.125541
5.803513	332.446809	5.832941	198.294666
5.796218	542.299349	5.903408	551.876380
5.855887	116.522955	5.901228	520.833333
5.756996	195.503421	5.877177	326.583932
5.782311	303.398058	5.903684	352.360817
5.745312	154.750851	5.876058	201.288245
5.711902	317.863954	5.947716	354.107649
5.703459	267.451190	5.889239	200.722601
5.719895	464.468184	5.908566	514.403292
5.795404	89.936145	5.939665	544.959128
5.714925	236.518448	5.921718	248.756219
5.716175	260.484501	5.957249	521.104742
5.649501	143.554407	5.985776	539.374326
5.648237	343.997248	5.947091	249.687890
5.644066	507.099391	5.927168	496.770989
5.629985	127.177922	6.017136	566.251416
5.700131	180.831826	5.954154	248.632521
5.605948	194.061712	5.961173	509.943906
5.622137	322.788896	6.032250	542.888165
5.597883	272.182907	5.963164	196.927924
5.657538	299.490866	6.034560	578.368999
5.595006	182.949140	6.059004	498.256104
5.648034	179.372197	5.995236	249.128052
5.628197	151.538112	5.987854	509.683996
5.555216	229.147571	6.047014	551.267916
5.533375	474.158369	6.027614	250.501002
5.563776	117.855038	6.015625	512.032770
5.586170	173.040318	6.077285	537.634409
5.509905	165.480721	6.000337	248.941997
5.504630	102.637791	6.012806	512.295082
5.496855	113.843352	6.068726	549.148819
5.502348	108.565845	6.045300	250.501002
5.423802	117.647059	6.017238	493.339911
5.474592	366.300366	6.107774	559.910414
5.433684	432.338954	6.053685	249.066002
5.462399	249.066002	6.056780	509.683996
5.492089	163.666121	6.101467	541.711809
5.442316	167.084378	6.047145	198.491465
5.351112	99.019705	6.095392	545.553737
5.408020	105.008926	6.128845	532.765051
5.364075	113.507378	6.086702	247.954376
5.361502	102.764361	6.092646	511.770727
5.298317	111.259457	6.150731	550.055006
5.300235	104.351456	6.094593	246.487552
5.311439	103.071532	6.070658	516.528926
5.283029	113.765643	6.171076	547.645126
5.224653	110.229277	6.114691	248.508946
5.237485	95.840521	6.107294	505.561173
5.205107	112.637982	6.192569	542.299349
5.214771	103.369857	6.141474	251.509054
5.180664	113.134970	6.124021	502.008032
5.140250	93.782238	6.211083	562.113547
5.145554	102.532554	6.146197	248.077400
5.123349	102.459016	6.163228	511.770727
5.099008	102.490520	6.232852	542.888165
5.069406	102.553584	6.164871	248.818114
5.062401	102.343670	6.172500	512.032770
5.030489	102.459016	6.248634	547.645126
5.004113	93.327112	6.177688	249.625562
5.001279	102.417042	6.192147	508.388409
4.978129	93.327112	6.239769	534.759358
4.944502	102.343670	6.215079	250.438267
4.942322	93.214019	6.177295	505.816894
4.914449	102.448520	6.274225	557.724484
4.879906	93.214019	6.212725	246.123554
4.857904	93.170595	6.235119	530.222694
4.826965	93.205331	6.294948	536.480687
4.822722	93.196645	6.217840	247.096615
4.814758	102.354145	6.247515	520.562207
4.766584	85.579803	6.307082	542.299349
4.746268	93.066543	6.251584	248.138958
4.739482	93.101201	6.261582	515.198351
4.703326	93.231400	6.307329	546.149645
4.706828	85.470085	6.282872	250.689396
4.664147	92.997303	6.274022	505.050505
4.631958	85.528567	6.336743	540.248514
4.609491	85.389804	6.280401	250.438267
4.604056	85.448176	6.276899	504.286435
4.581299	85.411684	6.334388	550.055006
4.531933	93.075205	6.276972	249.687890
4.529753	85.266030	6.281070	505.561173
4.481216	85.594453	6.354254	551.876380
4.465899	85.266030	6.326512	249.314385
4.455901	78.963992	6.291388	496.770989
4.441383	85.316952	6.370399	562.429696
4.402553	73.286918	6.340724	246.913580
4.356544	85.316952	6.318156	513.347023
4.332086	78.833268	6.383304	536.193029
4.313950	73.243976	6.351231	253.164557
4.286223	78.820840	6.346842	501.504514
4.283941	73.222523	6.422991	552.181115
4.235883	68.324679	6.344779	247.341083
4.213838	78.808417	6.352844	515.463918
4.173163	73.179656	6.419823	538.502962
4.152149	73.168947	6.364325	251.067035
4.135902	68.324679	6.376227	512.557663
4.091187	73.254707	6.439078	544.365814
4.049494	68.301346	6.399245	249.003984
4.012015	64.032785	6.361055	498.256104
3.985509	64.069708	6.467227	563.697858
3.955194	64.057395	6.398533	246.852629
3.940895	60.288177	6.420811	509.943906
3.891427	60.270010	6.486453	555.864369
3.856201	48.820973	6.436506	249.252243
3.803609	53.896734	6.437669	513.874615
3.747326	36.609921	6.507874	541.125541
3.701535	48.823357	6.417934	248.941997
		6.434791	507.872016
		6.522260	547.645126
		6.466864	248.756219
		6.462693	508.130081
		6.527550	556.792873
		6.465570	248.508946
		6.477182	503.018109
		6.542213	543.478261
		6.513178	251.004016
		6.483024	497.265042
		6.551688	568.504832
		6.517349	248.015873
		6.485683	492.125984
		6.572934	580.046404
		6.541879	247.524752
		6.509080	493.096647
		6.567368	559.284116
		6.560349	253.100481
		6.527056	491.642085
		6.592553	546.448087
		6.548854	250.626566
		6.546733	509.683996
		6.619393	544.662309
		6.564099	249.376559
		6.533203	492.610837
		6.638939	569.151964
		6.607724	249.128052
		6.552763	503.018109
		6.651786	549.752611
		6.580796	248.756219
		6.575056	505.305710
		6.668672	554.631170
		6.606140	249.750250
		6.615848	504.795558
		6.712995	555.247085
		6.623797	248.447205
		6.615659	497.265042
		6.706688	561.482313
		6.641264	249.812641
		6.649737	503.524673
		6.704102	545.553737
		6.677566	251.130085
		6.631688	489.955904
		6.665867	447.627574
		6.670983	279.485746
		6.687927	513.874615
		6.752581	553.709856
		6.658354	246.426811
		6.691415	509.164969
		6.768697	564.015792
		6.704378	247.770069
		6.671651	502.008032
		6.786165	561.797753
		6.710946	246.487552
		6.712646	503.524673
		6.789551	564.652739
		6.725231	249.003984
		6.726176	502.512563
		6.759556	518.403318
		6.762928	259.538022
		6.727862	481.463649
		6.809111	566.893424
		6.796119	338.066261
		6.759382	478.927203
		6.870800	406.338887
		6.819516	307.219662
		6.771415	483.558994
		6.879941	379.939210
		6.790161	311.623559
		6.796890	521.104742
		6.805594	487.329435
		6.804766	264.131009
		6.826215	504.032258
		6.841896	526.315789
		6.824690	254.841998
		6.814226	482.160077
		6.920617	580.383053
		6.845805	248.077400
		6.837304	496.770989
		6.906942	433.651344
		6.903905	292.397661
		6.871672	485.201359
		6.933158	556.483027
		6.882353	251.572327
		6.839207	486.854917
		6.944362	566.572238
		6.898397	248.138958
		6.887018	490.677134
		6.940366	563.063063
		6.919033	252.716705
		6.897438	498.256104
		6.910938	526.592944
		6.923828	253.936008
		6.928609	485.201359
		6.926865	504.795558
		6.951512	267.522739
		6.931370	480.076812
		7.005368	439.947206
		6.944813	287.769784
		6.957848	493.583416
		7.019348	574.052813
		6.979777	334.896182
		6.979719	491.400491
		7.025960	426.985482
		6.985474	287.686997
		7.002607	509.683996
		7.001328	502.512563
		7.016398	258.131131
		6.980794	508.388409
		7.027443	524.109015
		6.988264	254.777070
		6.987871	499.500500
		7.079686	538.213132
		7.065226	255.232261
		6.999410	489.236791
		7.036380	531.632111
		7.056042	256.344527
		7.012460	486.618005
		7.149498	578.034682
		7.098505	251.572327
		7.028227	464.684015
		7.141477	588.581519
		7.095032	250.312891
		7.048020	476.190476
		7.067014	512.557663
		7.113400	267.451190
		7.067784	479.386385
		7.155369	563.063063
		7.125913	251.952633
		7.106977	503.778338
		7.158218	431.220354
		7.131624	284.900285
		7.089015	484.261501
		7.185378	569.800570
		7.167257	254.388196
		7.108256	461.893764
		7.249756	436.300175
		7.126000	291.290417
