"Im"	"0 Desc."	"Im"	"1 Asc."
7.151908	70.338327	4.496674	16.406353
7.137808	70.333380	4.583963	20.509876
7.101633	67.091580	4.680353	24.202527
7.061799	67.127610	4.752018	26.373395
7.037191	67.114094	4.842903	28.392152
6.992549	64.230201	4.890345	30.763551
6.969999	67.082579	4.955409	32.099637
6.920975	61.530889	5.022908	34.340659
6.898237	67.091580	5.077219	36.012676
6.874387	61.564982	5.123478	37.864445
6.837268	61.523317	5.175850	37.857278
6.802394	61.511964	5.242012	37.873050
6.767697	59.098162	5.288754	39.928129
6.742235	56.756910	5.332796	39.888313
6.686342	59.094670	5.380247	42.190532
6.661126	59.070235	5.446434	43.434826
6.628379	56.789142	5.475447	44.744731
6.588604	56.805272	5.523861	43.448036
6.552555	54.695619	5.570235	46.142488
6.514109	56.789142	5.606232	46.146747
6.483589	56.773021	5.658774	47.655356
6.447525	52.745398	5.690636	50.893175
6.410465	52.739834	5.738736	50.945030
6.360739	52.739834	5.776889	50.893175
6.335143	50.926869	5.816143	49.224711
6.284111	50.919090	5.855945	49.224711
6.258030	49.219865	5.908879	52.731491
6.208710	49.241678	5.938132	52.739834
6.159730	47.621315	5.980703	52.750963
6.112660	46.153136	6.016313	54.686646
6.068237	44.758750	6.049919	54.686646
6.024683	43.414084	6.086713	56.795593
5.984755	46.157397	6.124788	56.831098
5.937611	43.440487	6.162326	59.108642
5.892361	43.444261	6.196297	59.014459
5.833462	42.192313	6.237488	59.119125
5.792094	42.192313	6.267857	59.024909
5.745977	39.893087	6.293165	61.515748
5.688968	38.877226	6.328468	61.549825
5.633616	37.855845	6.380210	59.038848
5.581906	36.922168	6.387751	59.094670
5.505981	35.158035	6.425412	59.042333
5.458168	34.338301	6.463713	61.527103
5.400500	31.426776	6.492847	61.542249
5.322206	29.531628	6.535443	61.527103
5.256354	28.968714	6.555596	64.250835
5.181499	28.400216	6.598632	64.197214
5.111155	26.837712	6.633624	67.132116
5.013194	24.211903	6.662595	67.141131
4.928750	21.403651	6.692450	64.217827
4.815487	19.177662	6.724031	67.082579
4.682386	15.876544	6.740744	64.197214
		6.793895	64.197214
		6.807896	64.180733
		6.836100	67.190755
		6.877390	67.069081
		6.898404	67.136623
		6.939787	67.136623
		6.964301	70.328434
		6.996659	70.318543
		7.028860	67.150148
		7.055325	70.283947
		7.076991	70.313599
		7.103041	73.811633
		7.148749	70.328434
		7.173296	70.333380
