"Im"	"0 Desc."	"Im"	"1 Asc."
5.080465	86.835707	5.971854	134.066229
5.067328	92.310533	5.997358	148.038490
5.034688	86.798021	6.009333	147.297098
5.044120	98.444576	6.015625	147.666864
5.010013	81.960495	6.041245	147.470875
4.981631	92.293493	6.037016	147.645061
4.975353	92.208391	6.069321	163.826999
4.939241	86.903624	6.073884	134.246208
4.907619	86.813091	6.098953	164.176654
4.894845	82.007545	6.106931	147.405660
4.885065	82.007545	6.124137	147.797813
4.852775	81.987374	6.124878	134.300295
4.813044	77.724234	6.155643	163.934426
4.793614	81.953778	6.158273	147.492625
4.761120	77.700078	6.183791	147.666864
4.729222	77.669903	6.194836	163.853842
4.710359	73.827981	6.203788	147.492625
4.677487	82.014270	6.210502	148.082334
4.659322	70.333380	6.224016	147.232038
4.623064	73.735437	6.237372	163.961305
4.583900	70.303712	6.258196	147.666864
4.563235	70.283947	6.274734	147.623265
4.548136	67.145639	6.291242	147.536146
4.492870	67.046597	6.291417	164.122764
4.474473	59.059768	6.304118	147.492625
4.425950	61.504398	6.326192	163.639339
4.394415	56.782693	6.340172	147.907114
4.332740	49.185972	6.352074	163.746520
4.312163	64.164261	6.357059	147.797813
		6.372128	147.688672
		6.389916	147.950880
		6.414403	163.212012
		6.413836	148.016578
		6.444005	163.318635
		6.453901	148.214021
		6.454700	163.505559
		6.472575	163.826999
		6.479870	147.102089
		6.500636	164.473684
		6.502831	147.710487
		6.504473	163.345312
		6.520647	148.148148
		6.563750	147.797813
		6.552851	163.559045
		6.584138	147.994672
		6.571147	162.786912
		6.596883	147.863374
		6.616196	163.907556
		6.616778	147.623265
		6.606867	163.291966
		6.635873	164.041995
		6.639085	147.383935
		6.647630	164.203612
		6.684570	148.016578
		6.678641	163.052340
		6.693362	164.717509
		6.710147	147.492625
		6.725566	163.052340
		6.728269	148.500149
		6.725507	162.469537
		6.776617	148.942508
		6.768857	162.337662
		6.752348	163.559045
		6.804635	148.875986
		6.796454	162.100827
		6.815316	161.524794
		6.809620	149.566258
		6.830880	163.238655
		6.839018	164.257556
		6.848522	147.145380
		6.866847	164.203612
		6.905009	162.786912
		6.927926	162.495938
		6.932547	164.934851
		6.918669	168.378515
		6.937735	145.327714
		6.966582	163.078930
		7.032631	159.821000
		7.015948	165.508110
		7.002796	149.365198
		7.063439	161.212317
		7.067958	162.972621
		7.072056	161.472630
		7.073059	151.722045
		7.108096	163.800164
		7.128252	160.565189
		7.132627	149.454491
		7.153538	160.282096
		7.156401	151.515152
		7.175235	159.261029
		7.180190	168.918919
		7.198254	143.533802
		7.193531	152.160682
		7.245411	161.030596
